MatrixName,CommSize,Edge,Interior,Dimension,npoints,nnz,AvgNonzerosPerRow,AbsoluteNonZeroSum,Trace,AbsoluteTrace,DiagonalMean,DiagonalNonZeros,DiagonalAverage,FrobeniusNorn,RowVariance,AvgDiagonalDistance,InfinityNorm,MaxNonZeroPerRow,DiagonalSign,lowerBandwidth,upperBandwidth,RowDiagonalDominance,MinNonZeroPerRow,OneNorm,ColumnDiagonalDominance,ColumnVariance,Symmetricity,NonZeroPatternSymmetry,SymmeticInfinityNorm,AntiSymmetricFrobeniusNorm,SymmetricFrobeniusNorm,AntiSymmerticInfinityNorm
G56.petsc,1,10,10,5000,30,29000,5.8,29000,0,0,0,0,#NAME?,3807.89,0,1797.24,1,0,0,4990,4990,0,0,9,0,0.00116005,1,1,1,0,0,0
G57.petsc,1,10,10,5000,30,20000,4,20000,0,0,0,0,#NAME?,3162.28,0,26.7,2,0,0,4950,4950,0,0,4,0,0.000799968,1,1,2,0,0,0
G58.petsc,1,10,10,5000,30,36000,7.2,1.10E+08,0,0,0,0,#NAME?,1.50E+07,149073,1366.35,5030,1,0,4990,4990,0,0,345347,0,17987.4,1,1,5030,0,1.93E+06,0
G59.petsc,1,10,10,5000,30,38500,7.7,38500,0,0,0,0,#NAME?,4387.48,0.0277778,1926.1,14,2,0,4995,4995,0,0,561,0,0.00153989,1,1,14,0,866.025,0
G6.petsc,1,10,10,800,30,37440,46.8,37440,0,0,0,0,#NAME?,1730.66,0.15,260.891,4,1,0,798,798,0,0,56,0,0.0585285,1,1,4,0,309.839,0
G60.petsc,1,10,10,7000,30,36400,5.2,1.63E+08,0,0,0,0,#NAME?,2.57E+07,0,1580.94,0,0,0,6910,6681,0,0,38734,0,19301.6,1,1,0,0,0,0
G61.petsc,1,10,10,7000,30,37800,5.4,37800,0,0,0,0,#NAME?,5143.93,0,2443.3,0,0,0,6910,6766,0,0,10,0,0.000771494,1,1,0,0,0,0
G62.petsc,1,10,10,7000,30,28000,4,28000,0,0,0,0,#NAME?,4427.19,0,35.5,2,0,0,6930,6930,0,0,4,0,0.00057138,1,1,2,0,0,0
G63.petsc,1,10,10,7000,30,65800,9.4,2.50E+08,0,0,0,0,#NAME?,3.12E+07,646023,2178.69,6733,1,0,6986,6988,0,0,511640,0,28373.4,1,1,6733,0,5.63E+06,0
G64.petsc,1,10,10,7000,30,71400,10.2,71400,0,0,0,0,#NAME?,7069.65,0.0577778,2641.16,11,2,0,6993,6993,0,0,589,0,0.00145702,1,1,11,0,1714.64,0
G65.petsc,1,10,10,8000,30,32000,4,32000,0,0,0,0,#NAME?,5059.64,0,42.45,2,0,0,7920,7920,0,0,4,0,0.0005,1,1,2,0,0,0
G66.petsc,1,10,10,9000,30,36000,4,36000,0,0,0,0,#NAME?,5692.1,0,52.95,2,0,0,8900,8900,0,0,4,0,0.000444449,1,1,2,0,0,0
G67.petsc,1,10,10,10000,30,40000,4,40000,0,0,0,0,#NAME?,6324.56,0,52.95,2,0,0,9900,9900,0,0,4,0,0.00040002,1,1,2,0,0,0
G7.petsc,1,10,10,800,30,39120,48.9,39120,0,0,0,0,#NAME?,1769.07,0.154444,276.724,6,2,0,798,798,0,0,59,0,0.0611125,1,1,6,0,309.839,0
G8.petsc,1,10,10,800,30,39200,49,39200,0,0,0,0,#NAME?,1770.88,0.162222,252.414,4,3,0,793,793,0,0,61,0,0.061234,1,1,4,0,320,0
G9.petsc,1,10,10,800,30,37280,46.6,37280,0,0,0,0,#NAME?,1726.96,0.124444,279.195,4,2,0,796,796,0,0,75,0,0.0582434,1,1,4,0,277.128,0
GD00_a.petsc,1,10,10,352,30,492.8,1.4,112499,0,0,0,0,#NAME?,31065.6,0,95.3571,210,0,0,277,190,0,0,539,0,220.848,0,0,210,0,0,0
GD00_c.petsc,1,10,10,638,30,701.8,1.1,765.6,0,0,0,0,#NAME?,238.718,0,100.455,2,0,0,219,497,0,0,5,0,0.00218993,0,0,0,0,0,0
GD01_a.petsc,1,10,10,311,30,590.9,1.9,590.9,0,0,0,0,#NAME?,135.562,0.01,100.895,1,1,0,252,0,0,0,14,0,0.00604294,0,0,0,15.55,15.55,0
GD01_b.petsc,1,10,10,18,18,37.3846,2.07692,519.231,48,48,2.66667,5,9.6,106.615,32.6341,3.69565,48,4,-1,6,12,0,0,51,0,23.3728,0,0,46,70.7849,82.0961,0
GD01_c.petsc,1,10,10,33,26,115.5,3.5,125.4,0,0,0,0,#NAME?,21.8897,0.224444,5.88571,6,4,0,0,25,0,0,9,0,0.117424,0,0,1,11.3118,11.3118,0
GD02_a.petsc,1,10,10,23,22,50.6,2.2,823.4,0,0,0,0,#NAME?,196.754,61.94,4.63636,112,4,0,21,20,0,0,110,0,30.5348,0,0,105,134.525,144.278,0
GD02_b.petsc,1,10,10,80,30,200,2.5,9968,26.6667,26.6667,0.333333,5.33333,1.875,2286.96,126.04,4.84,229,1,-1,63,23,0,0,340,0,100.791,0,0,228,664.361,664.361,0
GD06_Java.petsc,1,10,10,1538,30,9535.6,6.2,5.71E+06,0,0,0,0,#NAME?,1.01E+06,1005.87,280.419,3072,3,0,1531,1534,0,0,189921,0,2823.93,0,0,3071,34484.1,34484.1,0
GD06_theory.petsc,1,10,10,101,29,232.3,2.3,17452.8,0,0,0,0,#NAME?,3999.4,0.01,7.65217,698,1,0,100,100,0,0,1251,0,152.212,1,1,698,0,10.1,0
GD95_a.petsc,1,10,10,36,27,72,2,1778.4,54.6667,54.6667,1.51852,2.66667,15.375,443.019,81.5167,6.21053,66,2,-1,21,18,0,0,66,0,41.2144,0,0,60,224.553,228.018,0
GD95_b.petsc,1,10,10,73,30,87.6,1.2,3409.1,2309.23,2309.23,31.6333,31.6333,30,1188.56,213.178,13.5,143,2,-1,19,21,0,0,213,0,36.1973,0,0,143,116.514,1072.15,0
GD95_c.petsc,1,10,10,62,28,161.2,2.6,6410.8,248,248,4,6.64286,16.8602,1480.88,177.628,6.73077,184,2,-1,42,18,0,0,293,0,90.0106,0,0,231,484.553,717.059,0
GD96_a.petsc,1,10,10,1096,30,1534.4,1.4,1534.4,0,0,0,0,#NAME?,410.086,0,347.786,3,0,0,1087,1016,0,0,123,0,0.00127621,0,0,1,77.4989,77.4989,0
GD96_b.petsc,1,10,10,111,30,99.9,0.9,3130.2,0,0,0,0,#NAME?,1282.33,72.74,45.2222,111,1,0,109,107,0,0,1091,0,11.9646,0,0,138,831.815,831.815,0
GD96_c.petsc,1,10,10,65,26,234,3.6,9906,0,0,0,0,#NAME?,1839.47,182.666,16.3333,151,2,0,63,63,0,0,242,0,118.922,1,1,151,0,899.704,0
GD96_d.petsc,1,10,10,180,30,144,0.8,14022,60,60,0.333333,12,0.833333,5890.68,59.29,43.5,178,1,-1,171,153,0,0,1029,0,59.4906,0,0,113,816.623,816.623,0
GD97_a.petsc,1,10,10,84,30,378,4.5,20748,0,0,0,0,#NAME?,3313.16,340.77,18.9778,154,1,0,77,77,0,0,364,0,178.292,1,1,154,0,1550.64,0
GD97_b.petsc,1,10,10,47,27,300.8,6.4,44979,0,0,0,0,#NAME?,7649.25,14833.5,9.98438,3082,7,0,40,40,0,0,5444,0,4218.05,1,1,3082,0,6054.03,0
GD97_c.petsc,1,10,10,452,30,452,1,678,0,0,0,0,#NAME?,303.211,0.0455556,219.6,3,2,0,0,435,0,0,6,0,0.00995575,0,0,1,50.5351,50.5351,0
GD98_a.petsc,1,10,10,38,26,38,1,224.2,0,0,0,0,#NAME?,98.2871,1.48333,4.9,39,3,0,28,27,0,0,74,0,1.74488,0,0,27,58.808,58.808,0
GD98_b.petsc,1,10,10,121,30,181.5,1.5,13176.9,0,0,0,0,#NAME?,3892.53,453.56,45.6667,121,1,0,106,102,0,0,372,0,84.6539,0,0,70,1371.11,1371.11,0
GD98_c.petsc,1,10,10,112,29,369.6,3.3,31192,0,0,0,0,#NAME?,5660.37,486.3,20.3636,178,1,0,109,109,0,0,428,0,223.396,1,1,178,0,2469.85,0
GD99_b.petsc,1,10,10,64,28,256,4,256,4.57143,4.57143,0.0714286,4.57143,0.4375,40.4772,0.105556,9.55,4,2,-1,63,63,0,0,4,0,0.0595238,1,1,4,0,21.2264,0
GD99_c.petsc,1,10,10,105,30,136.5,1.3,11644.5,24.5,24.5,0.233333,3.5,2,3372.46,245.16,7.69231,263,1,-1,24,96,0,0,338,0,97.547,0,0,183,1169.9,1169.9,0
GT01R.petsc,1,10,10,7980,30,170772,21.4,1.07E+07,361809,358036,45.3394,7980,0.168672,3.07E+06,636.399,1120.1,170,1,2,7610,7608,0,1,6283,0,186.047,1,1,170,0,202464,0
G_n_pin_pout.petsc,1,10,10,100000,30,990000,9.9,5.78E+10,0,0,0,0,#NAME?,6.79E+09,0,14000.1,0,0,0,98991,95800,0,0,982012,0,461545,1,1,0,0,0,0
Ga10As10H30.petsc,1,10,10,113081,30,2.50E+06,22.1,1.00E+07,2.81E+06,2.72E+06,24.822,113081,0.00637596,1.07E+06,57.7734,7948.01,32,1,2,20371,4649,0,1,457,0,0.00788468,1,1,32,0,885647,0
Ga19As19H42.petsc,1,10,10,133123,30,851987,6.4,6.06E+06,3.30E+06,3.19E+06,24.7607,133123,0.00540102,1.08E+06,56.755,848.222,36,1,2,4994,5731,0,1,48,0,0.00494058,1,1,36,0,1.04E+06,0
Ga3As3H12.petsc,1,10,10,61349,30,766862,12.5,5.93E+06,2.71E+06,2.70E+06,44.1194,61349,0.0214836,930768,191.621,761.157,70,1,2,3748,3770,0,1,98,0,0.0375204,1,1,70,0,854522,0
GaAsH6.petsc,1,10,10,61349,30,914100,14.9,6.10E+06,2.71E+06,2.69E+06,44.1153,61349,0.021451,929007,189.753,969.604,70,1,2,4061,3754,0,1,117,0,0.0373786,1,1,70,0,853220,0
Ge87H76.petsc,1,10,10,112985,30,779596,6.9,2.80E+06,1.58E+06,1.47E+06,13.9596,112985,0.00345179,495848,16.6223,646.864,17,1,2,4777,4873,0,1,25,1,0.00170467,1,1,17,0,497637,0
Ge99H100.petsc,1,10,10,112985,30,757000,6.7,2.72E+06,1.56E+06,1.46E+06,13.8365,112985,0.00342523,485310,15.9188,829.649,17,1,2,4117,5403,0,1,25,0,0.00163297,1,1,17,0,485056,0
GlossGT.petsc,1,10,10,72,28,100.8,1.4,4600.8,0,0,0,0,#NAME?,1419.02,145.62,14.9286,140,2,0,65,64,0,0,254,0,53.6916,0,0,104,574.321,587.528,0
H2O.petsc,1,10,10,67024,30,851205,12.7,1.50E+07,6.91E+06,6.88E+06,103.144,67024,0.0459388,2.32E+06,977.014,981.034,179,1,2,5024,4887,0,1,226,0,0.178569,1,1,179,0,2.11E+06,0
HEP-th-new.petsc,1,10,10,27770,30,280477,10.1,2.74E+09,0,0,0,0,#NAME?,3.80E+08,0,6603.09,3786,0,0,27715,27724,0,0,532295,0,67341.2,0,0,1893,5.26E+06,5.26E+06,0
HEP-th.petsc,1,10,10,27240,30,119856,4.4,1.38E+09,0,0,0,0,#NAME?,2.50E+08,0,5980.82,8108,0,0,27185,27034,0,0,417481,0,30821.1,0,0,8108,0,0,0
HTC_336_4438.petsc,1,10,10,226340,30,950628,4.2,3.33E+06,1.71E+09,1.71E+09,7544.33,82991.3,2.72739,1.70E+06,0.01,54138.4,226340,1,-3,94690,94690,0,0,226341,0,0.00250112,1,1,226340,0,22634,0
HTC_336_9129.petsc,1,10,10,226340,30,746922,3.3,5.57E+06,1.71E+09,1.71E+09,7544.33,82991.3,2.72739,3.43E+06,0.01,58189.1,226340,1,-3,94690,94690,0,0,226341,0,0.0101317,1,1,226340,0,22634,0
Hamrle1.petsc,1,10,10,32,24,64,2,64,3.5281,2.66667,0.110253,2.66667,0.75,14.3108,0.142222,7.10526,3,2,-3,24,16,0,0,314,0,0.0616935,0,0,1,8.96588,8.37539,0
Hamrle2.petsc,1,10,10,5952,30,15475.2,2.6,80352,272.443,0,0.0457734,0,#NAME?,45605.7,0,1970.88,1,0,-1,4188,2976,0,0,113,0,0.0986555,0,0,0,0,0,0
Harvard500.petsc,1,10,10,500,30,2300,4.6,512050,17700,17700,35.4,83.3333,12.744,86748,2923.99,47.4762,492,1,-1,490,487,0,0,13237,0,595.796,0,0,748,12324.4,29735.7,0
Ill_Stokes.petsc,1,10,10,20896,30,10448,0.5,10448,13163.4,7661.87,0.629949,7661.87,0.00143568,4672.49,0.0448727,#NAME?,1,1,-1,0,0,0,0,1,1,2.39E-05,1,1,1,0,6479.29,0
Journals.petsc,1,10,10,124,29,10453.2,84.3,708734,853017,853017,6879.17,124,1608.84,126210,930532,42.1549,87272,10,2,123,123,0,8,132913,0,74946.2,1,1,87272,0,122363,0
Kaufhold.petsc,1,10,10,8765,30,8765,1,2.47E+11,-4.97E+18,-1.37E+13,-5.67E+14,2045.17,-2.30E+07,1.93E+11,4.84E+14,33.3333,2.15E+08,1,-2,207,148,0,0,2.15E+08,0,5.52E+11,1,1,2.15E+08,0,1.75E+18,0
Kohonen.petsc,1,10,10,4470,30,11622,2.6,2.30E+07,1043,1043,0.233333,149,0.0469799,6.17E+06,0,511.077,4271,0,-1,1716,3953,0,0,12481,0,4257.27,0,0,4270,0,0,0
Kuu.petsc,1,10,10,7102,30,71020,10,203827,72520.4,68415.9,10.2113,7102,0.0406928,32599.6,14.4826,115.156,25,1,2,4693,268,0,1,40,0,0.0296719,1,1,25,0,28280.5,0
L-9.petsc,1,10,10,17983,30,62940.5,3.5,7.70E+08,0,0,0,0,#NAME?,1.47E+08,0,49.2857,53943,0,0,292,140,0,0,71896,0,37145,1,1,53943,0,0,0
L.petsc,1,10,10,956,29,3632.8,3.8,3.01E+06,0,0,0,0,#NAME?,502947,36385.8,20.2368,3817,1,0,944,944,0,0,4628,0,2885.91,1,1,3817,0,182358,0
LF10.petsc,1,10,10,18,18,88.6154,4.92308,3.23E+06,1.37E+06,1.37E+06,76348.3,18,76347.9,761473,1.93E+09,1.98039,344503,5,2,3,3,0,3,344503,0,1.37E+09,1,1,344503,0,761478,0
LF10000.petsc,1,10,10,19998,30,69993,3.5,2.36E+13,2.20E+18,-2.00E+13,1.10E+14,10665.6,-2.82E+06,5.27E+12,3.08E+06,2,1.18E+09,1,-1,3,3,0,0,1.18E+09,0,3.47E+13,1,1,1.18E+09,0,1.05E+18,0
LF10000_C.petsc,1,10,10,1,30,0,0,0,0,0,0,0,#NAME?,0,0,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,0,0,0
LF10000_E.petsc,1,10,10,19998,30,69993,3.5,2.36E+11,2.20E+16,-2.00E+13,1.10E+12,10665.6,-2.82E+06,5.27E+10,303.734,2,1.18E+07,1,-1,3,3,0,0,1.18E+07,0,3.47E+09,1,1,1.18E+07,0,1.05E+16,0
LF10000_M.petsc,1,10,10,19998,30,0,0,0,0.879953,0,4.40E-05,0,#NAME?,0,0,#NAME?,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.421636,0
LF10_C.petsc,1,10,10,1,18,0,0,0,0,0,0,0,#NAME?,0,0,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,0,0,0
LF10_E.petsc,1,10,10,18,18,63.6923,3.53846,32229.7,13742.7,13736,763.485,8,1717,7609.99,192548,1.97436,3441,5,-1,3,3,0,1,3441,0,136499,1,1,3441,0,7614.79,0
LF10_M.petsc,1,10,10,18,18,0,0,0,0.000415571,0,2.31E-05,0,#NAME?,0,0,#NAME?,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.000195453,0
LFAT5.petsc,1,10,10,14,14,35.7778,2.55556,6.85E+07,3.77E+07,3.77E+07,2.70E+06,11,3.43E+06,3.24E+07,5.85E+12,3.75,2.51E+07,4,-1,5,5,0,0,2.51E+07,0,3.69E+12,1,1,2.51E+07,0,3.24E+07,0
LFAT5000.petsc,1,10,10,19994,30,45986.2,2.3,2.35E+12,1.18E+17,-2.00E+13,5.89E+12,10663.5,-2.82E+06,8.33E+11,325586,4,1.47E+08,1,-1,5,5,0,0,2.94E+08,0,8.67E+11,1,1,1.47E+08,0,8.32E+16,0
LFAT5000_C.petsc,1,10,10,1,30,0,0,0,0,0,0,0,#NAME?,0,0,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,0,0,0
LFAT5000_E.petsc,1,10,10,19994,30,63980.8,3.2,1.91E+12,1.18E+15,-7.75E+12,5.89E+10,15995.2,-727000,6.66E+11,7.40E+14,4,3.14E+08,1,-1,5,5,0,0,3.14E+08,0,5.55E+11,1,1,3.14E+08,0,8.32E+14,0
LFAT5000_M.petsc,1,10,10,19994,30,0,0,0,0.189231,0,9.46E-06,0,#NAME?,0,0,#NAME?,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.133491,0
LFAT5_C.petsc,1,10,10,1,14,0,0,0,0,0,0,0,#NAME?,0,0,#NAME?,0,0,0,0,0,0,0,0,1,#NAME?,1,1,0,0,0,0
LFAT5_E.petsc,1,10,10,14,14,18.6667,1.33333,685333,377445,377442,26960.3,6,62907,324161,5.85E+08,4,251326,3,-1,4,4,0,0,251326,1,3.69E+08,1,1,251326,0,324163,0
LFAT5_M.petsc,1,10,10,14,14,0,0,0,0.000664345,0,4.75E-05,0,#NAME?,0,0,#NAME?,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.000401116,0
Lederberg.petsc,1,10,10,8843,30,25644.7,2.9,25644.7,0,0,0,0,#NAME?,4762.1,0.01,1616.59,2,1,0,1,8604,0,0,8,0,0.000327802,0,0,0,442.15,442.15,0
Lin.petsc,1,10,10,256000,30,1.74E+06,6.8,2.67E+08,1.29E+08,1.28E+08,502.1,256000,0.0587852,4.63E+07,28178.9,2234.79,708,1,2,6400,6400,0,1,1060,1,1.27645,1,1,708,0,4.30E+07,0
M10PI_n.petsc,1,10,10,682,30,1432.2,2.1,1432.2,-0.873252,0,-0.00128043,0,#NAME?,312.532,0,163.714,2,0,-1,647,647,0,0,4,0,0.00308004,0,1,1,0,2.4264,0
M10PI_n1.petsc,1,10,10,528,30,1056,2,1056,-8.28534,0,-0.0156919,0,#NAME?,236.129,0.02,1,1,1,-1,509,466,0,0,2,0,0.00379507,0,1,0,74.6705,0.0062867,0
M10PI_n1_E.petsc,1,10,10,528,30,0,0,0,0.160773,0,0.000304494,0,#NAME?,0,0,#NAME?,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.104006,0
M10PI_n_E.petsc,1,10,10,682,30,0,0,0,0.643349,0,0.000943326,0,#NAME?,0,0,#NAME?,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.00608699,0
M20PI_n.petsc,1,10,10,1182,30,2245.8,1.9,2245.8,-2.20699,0,-0.00186717,0,#NAME?,515.222,0.01,62.2632,2,1,-1,1147,1147,0,0,4,0,0.00160873,0,1,0,118.2,6.46125,0
M20PI_n1.petsc,1,10,10,1028,30,2158.8,2.1,2158.8,-16.1523,0,-0.0157123,0,#NAME?,471.089,0,44.8571,0,0,-1,1009,926,0,0,3,0,0.0020447,0,1,0,97.6258,0.0786391,0
M20PI_n1_E.petsc,1,10,10,1028,30,0,0,0,0.473938,0,0.000461029,0,#NAME?,0,0,#NAME?,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.515794,0
M20PI_n_E.petsc,1,10,10,1182,30,0,0,0,1.12001,0,0.000947551,0,#NAME?,0,0,#NAME?,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.012978,0
M40PI_n.petsc,1,10,10,2182,30,4364,2,11782.8,-2593.07,2545.67,-1.18839,72.7333,0.48121,7696,12.1988,112.421,35,1,-1,2147,2147,0,0,36,0,0.0570098,0,1,35,0,7779.2,0
M40PI_n1.petsc,1,10,10,2028,30,4056,2,4056,-31.8129,0,-0.0156869,0,#NAME?,906.949,0,1,0,0,-1,2009,1846,0,0,2,0,0.00098668,1,1,0,0,0.0119609,0
M40PI_n1_E.petsc,1,10,10,2028,30,0,0,0,0.51348,0,0.000253195,0,#NAME?,0,0,#NAME?,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.339713,0
M40PI_n_E.petsc,1,10,10,2182,30,0,0,0,2.05451,0,0.000941573,0,#NAME?,0,0,#NAME?,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.0134001,0
M80PI_n.petsc,1,10,10,4182,30,8364,2,8364,-0.0617044,0,-1.48E-05,0,#NAME?,1870.25,0,1,2,0,-1,4147,4147,0,0,4,0,0.000478354,0,1,0,0,0.108722,0
M80PI_n1.petsc,1,10,10,4028,30,8056,2,8056,-63.201,0,-0.0156904,0,#NAME?,1801.38,0.02,1,1,1,-1,4009,3686,0,0,2,0,0.000496648,0,1,0,569.645,0.0694002,0
M80PI_n1_E.petsc,1,10,10,4028,30,0,0,0,0.780945,0,0.000193879,0,#NAME?,0,0,#NAME?,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.0510985,0
M80PI_n_E.petsc,1,10,10,4182,30,0,0,0,3.94192,0,0.000942592,0,#NAME?,0,0,#NAME?,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.0350839,0
as-735_G_422.petsc,1,10,10,7716,30,13888.8,1.8,5.76E+07,1.36E+06,1.36E+06,175.867,257.2,20.5132,1.58E+07,278362,985.353,5276,1,-1,6060,4487,0,0,203600,0,5403.27,1,1,5276,0,4.07E+06,0
ML_Geer.petsc,1,10,10,1.50E+06,30,1.01E+08,67,3.29E+13,7.16E+12,7.16E+12,4.76E+06,1.50E+06,94.9141,3.41E+12,3.21E+12,1662.2,3.10E+07,1,2,3654,3657,0,1,5.84E+07,0,3.43E+07,1,1,3.10E+07,0,2.70E+12,0
ML_Laplace.petsc,1,10,10,377002,30,2.43E+07,64.4,6.26E+12,1.56E+12,1.56E+12,4.14E+06,377002,329.106,7.69E+11,2.67E+12,774.312,2.79E+07,1,2,2091,2062,0,1,5.11E+07,0,1.10E+08,1,1,2.79E+07,0,6.16E+11,0
Muu.petsc,1,10,10,7102,30,0,0,0,1.30212,0,0.000183346,0,#NAME?,0,0,#NAME?,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.656592,0
NACA0015.petsc,1,10,10,1.04E+06,30,5.72E+06,5.5,3.67E+12,0,0,0,0,#NAME?,5.71E+11,0,234018,4293,0,0,785000,1.03E+06,0,0,6.20E+06,0,2.91E+06,1,1,4293,0,0,0
Na5.petsc,1,10,10,5832,30,37324.8,6.4,121306,63506.8,59292,10.8894,5832,0.0522977,20336.9,9.80271,111.741,17,1,2,607,662,0,1,22,0,0.0208539,1,1,17,0,20012.9,0
NotreDame_www.petsc,1,10,10,325729,30,1.27E+06,3.9,3.19E+11,9.56E+09,9.56E+09,29343.6,32572.9,27.0257,5.28E+10,5.24E+08,10541.1,994562,1,-1,325727,325727,0,0,2.16E+08,0,807443,0,0,814319,0,7.45E+09,0
NotreDame_yeast.petsc,1,10,10,2114,30,4862.2,2.3,5.31E+06,0,0,0,0,#NAME?,1.32E+06,0,363.043,6338,0,0,2008,1311,0,0,9507,0,1843.45,1,1,6338,0,0,0
ODLIS.petsc,1,10,10,2909,30,11054.2,3.8,11054.2,0,0,0,0,#NAME?,1793.23,0.01,731.5,2,1,0,1783,2869,0,0,16,0,0.00130163,0,0,1,145.45,145.45,0
OPF_10000.petsc,1,10,10,43887,30,294043,6.7,1.45E+07,6.43E+07,6.43E+07,1464.87,16091.9,2.73243,3.17E+06,27.235,7543.02,43887,1,-3,31454,42825,0,0,1.64E+06,0,1.18599,1,1,43887,0,232994,0
OPF_3754.petsc,1,10,10,15435,30,112676,7.3,7.73E+07,7.16E+06,8.77E+06,463.868,5659.5,3.01193,3.36E+07,22772.5,3099.26,15435,1,-3,12686,15115,0,0,24620,0,3067.18,1,1,15435,0,2.33E+06,0
OPF_6000.petsc,1,10,10,29902,30,170441,5.7,2.15E+07,2.97E+07,2.99E+07,994.773,6977.13,4.29345,7.98E+06,15.6929,7124.24,29902,1,-3,22314,28521,0,0,6.67E+07,0,23.8066,1,1,29902,0,120219,0
Oregon-1.petsc,1,10,10,11492,30,35625.2,3.1,2.73E+08,0,0,0,0,#NAME?,5.65E+07,0,2282.97,24,0,0,11322,8364,0,0,882733,0,21026.8,1,1,24,0,0,0
Oregon-1_G_1.petsc,1,10,10,11492,30,32177.6,2.8,2.54E+08,0,0,0,0,#NAME?,5.46E+07,867133,2245.57,22980,1,0,11083,11224,0,0,827024,0,19675.1,1,1,22980,0,1.07E+07,0
Oregon-1_G_2.petsc,1,10,10,11492,30,31028.4,2.7,2.33E+08,0,0,0,0,#NAME?,5.24E+07,867133,2250.3,9336,1,0,11083,9291,0,0,837344,0,18083.4,1,1,9336,0,1.07E+07,0
Oregon-1_G_3.petsc,1,10,10,11492,30,37923.6,3.3,2.77E+08,0,0,0,0,#NAME?,5.58E+07,0,2042.3,24,0,0,11197,8364,0,0,848925,0,20481.1,1,1,24,0,0,0
Oregon-1_G_4.petsc,1,10,10,11492,30,29879.2,2.6,1.90E+08,0,0,0,0,#NAME?,4.50E+07,0,2492.88,24,0,0,11209,10242,0,0,864751,0,13331.3,1,1,24,0,0,0
Oregon-1_G_5.petsc,1,10,10,11492,30,31028.4,2.7,1.80E+08,0,0,0,0,#NAME?,4.49E+07,0,2137,24,0,0,11197,11225,0,0,874301,0,13255.7,1,1,24,0,0,0
Oregon-1_G_6.petsc,1,10,10,11492,30,32177.6,2.8,1.76E+08,0,0,0,0,#NAME?,4.31E+07,0,1975.57,24,0,0,11209,9414,0,0,863386,0,12229.5,1,1,24,0,0,0
Oregon-1_G_7.petsc,1,10,10,11492,30,29879.2,2.6,1.89E+08,0,0,0,0,#NAME?,4.47E+07,0,2103.85,24,0,0,11209,9414,0,0,876147,0,13156.4,1,1,24,0,0,0
Oregon-1_G_8.petsc,1,10,10,11492,30,32177.6,2.8,1.85E+08,0,0,0,0,#NAME?,4.50E+07,0,2570.07,24,0,0,11209,10242,0,0,874153,0,13330.7,1,1,24,0,0,0
Oregon-1_G_9.petsc,1,10,10,11492,30,33326.8,2.9,2.29E+08,0,0,0,0,#NAME?,5.12E+07,0,1846.66,24,0,0,11322,10242,0,0,882733,0,17284.7,1,1,24,0,0,0
Oregon-2.petsc,1,10,10,11806,30,892534,75.6,4.18E+09,0,0,0,0,#NAME?,1.87E+08,0,4410.08,24,0,0,11795,10963,0,0,3.16E+06,0,204548,1,1,24,0,0,0
Oregon-2_G_1.petsc,1,10,10,11806,30,816975,69.2,3.69E+09,0,0,0,0,#NAME?,1.73E+08,59000.4,4108.37,47206,1,0,11326,11532,0,0,2.76E+06,0,175889,1,1,47206,0,2.87E+06,0
Oregon-2_G_2.petsc,1,10,10,11806,30,801627,67.9,3.65E+09,0,0,0,0,#NAME?,1.72E+08,0,4191.49,24,0,0,11779,9501,0,0,2.72E+06,0,174418,1,1,24,0,0,0
Oregon-2_G_3.petsc,1,10,10,11806,30,807530,68.4,3.74E+09,0,0,0,0,#NAME?,1.74E+08,0,4178.47,24,0,0,11445,9501,0,0,2.80E+06,0,177379,1,1,24,0,0,0
Oregon-2_G_4.petsc,1,10,10,11806,30,59030,5,3.27E+08,0,0,0,0,#NAME?,6.14E+07,0.0177778,882.68,26,2,0,11779,10963,0,0,894396,0,22911.2,1,1,26,0,1669.62,0
Oregon-2_G_5.petsc,1,10,10,11806,30,50765.8,4.3,2.86E+08,0,0,0,0,#NAME?,5.62E+07,0,1066.49,24,0,0,11779,11532,0,0,900942,0,19202.8,1,1,24,0,0,0
Oregon-2_G_6.petsc,1,10,10,11806,30,51946.4,4.4,2.90E+08,0,0,0,0,#NAME?,5.74E+07,16052.9,946.455,1291,1,0,11457,10963,0,0,900652,0,20041.1,1,1,1291,0,1.50E+06,0
