 Name,NumRows, NumCols, MinNNZperRow, RowVariance, ColVariance, DiagVariance, Nonzeros, FrobeniusNorm, SymmetricFrobeniusNorm, AntiSymmetricFrobeniusNorm, OneNorm, InfinityNorm, SymmetricInfinityNorm, AntiSymmetricInfinityNorm, MaxNNZperRow, Trace, AbsTrace, MinNNZperRow, AvgNNZperRow, DummyRows, DummyRowsKind, NumericValueSymmetry1, NNZPatternSymmetry1, NumericValueSymmetry2, NNZPatternSymmetry2, RowDiagDominance, ColDiagDominancy, DiagAverage, DiagSign, DiagNNZ, LowerBW, UpperBW, RowLogValSpread, ColLogValSpread, Symmetric
 utm3060.petsc,3060,3060,1,0.001789,0.000326797,1.33858,42211,55.3173,48.0692,27.3743,3.23278,6.35124,3.87161,2.54065,29,-1718.4,1718.4,1,13,17,1,0,0,0.750211,0.500422,0,0,0.561569,-2,3060,254,257,25.0843,25.0843,0
 lung2.petsc,109460,109460,2,1.25636,1.2551,15.1301,492564,5592.14,1310.31,5436.46,595.942,595.595,156.188,509.983,8,46818.4,46818.4,2,4,0,0,0,0,0.626057,0.252115,0,0,0.427722,2,109460,107140,107141,11.6185,10.7978,0
 lung1.petsc,1650,1650,2,83.3397,83.2558,823.177,7419,5588.09,1296.66,5435.57,595.942,595.595,156.188,509.983,8,22028.4,22028.4,2,4,0,0,0,0,0.571802,0.143604,0,0,13.3506,2,1650,172,173,10.7978,10.7978,0
 heart3.petsc,2339,2339,48,5.26E+07,5.26E+07,3.29E+08,680341,1.27E+06,1.27E+06,3865.71,1.39E+06,1.40E+06,1.40E+06,6677.4,574,1.52E+07,1.52E+07,48,290,0,0,0,0,0.99771,0.995419,0,0,6518.09,1,2197,2136,2136,7.7454,9.49054,0
 heart2.petsc,2339,2339,48,4.89E+07,4.89E+07,3.19E+08,680341,1.25E+06,1.25E+06,3863.14,1.35E+06,1.35E+06,1.35E+06,6636.17,574,1.50E+07,1.50E+07,48,290,0,0,0,0,0.997689,0.995378,0,0,6432.05,1,2197,2136,2136,9.03683,8.40551,0
 heart1.petsc,3557,3557,48,1.61E+08,1.62E+08,5.56E+08,1385317,2.21E+06,2.21E+06,4438.41,3.29E+06,3.28E+06,3.29E+06,7367.47,1120,2.50E+07,2.50E+07,48,389,0,0,0,0,0.99865,0.997301,0,0,7016.62,1,3415,3262,3262,8.31552,8.48308,0
 pesa.petsc,11738,11738,3,97969.3,97969.3,5.30625,79566,33941,24018.3,23981.5,33948,33943,16990.5,16957.5,10,133074,133074,3,6,0,0,0,0,0.943484,0.886968,0,0,11.337,2,11738,11327,11327,4.53038,4.22935,0
 big.petsc,13209,13209,3,115888,115888,4.18975,91465,39156.1,27705.9,27669.1,39168,39154,19603,19565,12,155534,155534,3,6,0,0,0,0,0.944129,0.888257,0,0,11.7749,2,13209,12916,12916,4.29146,4.29146,0
 ecl32.petsc,51993,51993,1,3558.76,1779.33,47479.1,380415,70989.3,61478.9,35494,9618.67,19237.1,14427.9,4809.21,23,1.63E+06,1.63E+06,1,7,9652,0,0,0,0.750836,0.501672,0,0,31.3962,2,51993,51840,51840,35.4509,35.4509,0
 appu.petsc,14000,14000,12,0.00311934,0.00311934,0.478721,1853104,293.503,293.503,7.10E-13,43.0883,43.0883,43.0883,5.21E-14,294,22812.7,22812.7,12,132,0,0,0,0,1,1,0,0,1.62948,2,14000,13987,13987,8.45542,8.45542,0
 raefsky3.petsc,21200,21200,32,0.00300957,0.00300957,0.29805,1488768,81.8482,81.8482,0.00188813,7.98912,7.98912,7.98863,0.000926757,80,2840,2840,32,70,0,0,0,0,0.999962,0.999924,0,0,0.133962,2,21200,1263,1263,23.8565,23.8565,0
 raefsky1.petsc,3242,3242,24,0.000644725,0.000645349,9.58E-07,293409,64.3408,61.6768,18.3224,6.1376,6.11645,4.66506,2.53388,108,3241.52,3241.52,24,90,0,0,0,0,0.837416,0.674832,0,0,0.999853,2,3242,435,435,21.8837,21.8837,0
 raefsky5.petsc,6316,6316,1,6.49E+18,6.49E+18,2.48E+19,167178,3.96E+11,3.96E+11,6.11E+08,2.03E+11,2.03E+11,2.03E+11,1.53E+08,65,8.21E+11,8.21E+11,1,26,277,1,0,0,0.986601,0.973202,0,0,1.30E+08,2,6316,3071,3134,18.3499,18.1154,0
 raefsky2.petsc,3242,3242,24,0.000667908,0.000672108,3.33E-06,293551,69.5433,64.3113,26.4638,6.92151,6.78527,4.94315,3.07572,108,3241.13,3241.13,24,90,0,0,0,0,0.797191,0.594382,0,0,0.999732,2,3242,435,435,21.4981,21.4981,0
 raefsky6.petsc,3402,3402,1,4.65E+25,4.65E+25,9.72E+26,130371,1.83E+15,1.83E+15,6.95E+13,3.98E+14,3.98E+14,3.98E+14,2.49E+13,124,1.24E+16,1.24E+16,1,38,126,1,0,0,0.991399,0.982798,0,0,3.63E+12,2,3402,2395,3217,32.7139,32.7151,0
 spiral_E.petsc,1434,1434,241,2.19E-18,2.19E-18,2.38E-18,1137732,9.20E-08,9.20E-08,1.06E-23,1.77E-07,1.77E-07,1.77E-07,4.65E-23,1434,4.78E-07,4.78E-07,241,793,0,0,0,0,1,1,0,0,3.34E-10,2,1434,1433,1433,19.7857,19.7857,0
 chipcool1.petsc,20082,20082,5,3.49E-06,3.49E-06,0.00231983,281150,6.29389,6.29389,9.47E-05,0.580267,0.580267,0.580267,6.55E-06,24,-298.42,298.42,5,14,0,0,0,0,0.999972,0.999943,0,0,0.0148601,-2,20082,1395,1395,11.4848,11.4848,0
 inlet_E.petsc,11730,11730,0,5.41E-09,5.34E-09,3.55E-06,95316,0.401231,0.34104,0.211372,0.0171574,0.0174892,0.0173101,0.00898359,14,16.8305,16.8305,0,8,0,1,0,0,0.695471,0.390942,0,0,0.00143483,1,8450,73,72,15.0675,15.0675,0
 inlet.petsc,11730,11730,1,0.00284759,0.00321858,2.15972,328323,190.723,156.609,108.852,9.07655,9.76913,7.61922,5.43516,41,-3510.28,8137.52,1,27,330,0,0,0,0.638842,0.277683,0,0,0.693736,3,11730,142,76,19.8797,19.8797,0
 chipcool0.petsc,20082,20082,5,3.49E-06,3.49E-06,0.00231983,281150,6.29389,6.29389,1.23E-18,0.580267,0.580267,0.580267,8.68E-19,24,-298.42,298.42,5,14,0,0,0,0,1,1,0,0,0.0148601,-2,20082,1395,1395,11.7631,11.7631,0
 flowmeter5.petsc,9669,9669,4,320.764,320.764,67543.6,67391,25438.5,25438.5,1.23417,2815.21,2815.21,2815.21,0.0434499,11,-653599,653599,4,6,0,0,0,0,0.999902,0.999804,0,0,67.5974,-2,9669,844,844,15.2769,15.2769,0
 piston.petsc,2025,2025,4,306.556,307.347,3621.33,100015,20684.6,20684.6,24.1524,5346.91,5344.03,5345.47,5.56486,63,167045,167045,4,49,0,0,0,0,0.999494,0.998989,0,0,82.4915,2,2025,44,44,1.99805,1.99805,0
 piston_E.petsc,2025,2025,0,3.17E-08,3.10E-08,1.24E-07,96400,0.160651,0.116669,0.11044,0.0498729,0.0511112,0.0267664,0.024903,60,0.941774,0.941774,0,47,0,1,0,0,0.54046,0.0809193,0,0,0.000465074,1,1620,44,44,10.6467,10.6467,0
 coater1.petsc,1348,1348,1,2.88876,2.99716,0.154304,19457,384.189,344.99,169.065,104.782,91.1649,75.1467,43.8578,55,257,257,1,14,257,0,0,0,0.898392,0.796784,0,0,0.190653,1,257,435,433,16.414,16.6871,0
 coater2.petsc,9540,9540,0,64.335,64.352,0.0285647,207308,15909.5,15711.8,2500.16,1381.89,1365.33,1373.61,425.231,63,289.969,289.969,0,21,274,1,0,0,0.959852,0.919703,0,0,0.0303951,1,340,789,787,17.7312,17.7025,0
 wang2.petsc,2903,2903,4,0.00294384,0.00294384,0.0349893,19093,18.227,18.0117,2.79365,4.77874,4.77874,4.77874,0.576607,7,607.022,607.022,4,6,0,0,0,0,0.98568,0.97136,0,0,0.209102,2,2903,224,224,6.43852,6.43852,0
 swang1.petsc,3169,3169,3,9.80E-08,9.80E-08,7.65E-06,20841,0.59626,0.595709,0.025612,0.0211497,0.0211497,0.0211497,0.00436462,10,31.81,31.81,3,6,0,0,0,0,0.986355,0.97271,2,2,0.0100379,2,3169,3063,3063,5.41785,5.41785,0
 swang2.petsc,3169,3169,3,2.36E-07,2.49E-07,9.67E-06,20841,0.651311,0.643964,0.0975524,0.0399389,0.0386664,0.0391049,0.0154917,10,34.0069,34.0069,3,6,0,0,0,0,0.938786,0.877572,2,2,0.0107311,2,3169,3063,3063,9.8315,9.8315,0
 wang3.petsc,26064,26064,4,1.59E-06,1.64E-06,0.000225872,177168,10.4401,10.3722,1.18929,0.337057,0.408421,0.278814,0.175104,7,1494.81,1494.81,4,6,0,0,0,0,0.995599,0.991198,0,0,0.0573516,2,26064,900,900,6.52745,6.52745,0
 wang1.petsc,2903,2903,4,0.00294384,0.00294384,0.0345572,19093,18.1926,17.9768,2.79365,4.77874,4.77874,4.77874,0.576607,7,607.022,607.022,4,6,0,0,0,0,0.98568,0.97136,0,0,0.209102,2,2903,224,224,6.43852,6.43852,0
 wang4.petsc,26068,26068,4,3.97E-07,5.43E-07,7.13E-05,177196,5.66916,5.47736,1.46216,0.172714,0.161158,0.166936,0.0777259,7,736.723,736.723,4,6,0,0,0,0,0.930856,0.861711,0,0,0.0282616,2,26068,900,900,10.4976,10.4976,0
 powersim.petsc,15838,15838,1,236825,236825,4.27E+06,64424,337639,337636,1461.46,100110,100096,100103,283.524,40,9251.34,3.74E+06,1,4,0,0,0,0,0.994848,0.989696,0,0,235.871,3,15838,11193,11304,18.542,18.8755,0
 Zhao2.petsc,33861,33861,3,5.92E-05,0.00011813,4.28E-05,166453,133.459,93.7223,95.0132,4.00089,2.10749,2.00711,2.02037,6,93.9019,93.9019,3,4,0,0,0,0,0.502157,0.00431362,0,0,0.00277316,2,33861,32907,26735,3.21035,3.21035,0
 Zhao1.petsc,33861,33861,3,5.96E-05,0.000118367,4.28E-05,166453,134.519,95.2257,95.0132,4.08975,2.19635,2.09597,2.02037,6,3102.85,3102.85,3,4,0,0,0,0,0.562614,0.125228,0,0,0.0916349,2,33861,32907,26735,3.21035,3.21035,0
 ted_A_unscaled.petsc,10605,10605,1,1.49E+20,1.49E+20,8842.73,424587,5.74E+13,4.06E+13,4.06E+13,3.04E+12,3.04E+12,1.52E+12,1.52E+12,147,-324378,324378,1,40,0,0,0,0,0.5,9.14E-11,0,0,30.5873,-1,2121,4291,4259,30.9457,21.6638,0
 ted_A.petsc,10605,10605,1,0.00548719,0.00548719,5.45E-13,424587,353.769,215.721,280.387,18.4354,18.4354,8.71775,9.71779,147,-0.00254643,0.00254643,1,40,0,0,0,0,0.5,1.11E-07,0,0,2.40E-07,-1,2121,4291,4259,23.9055,23.4432,0
 rdist2.petsc,3198,3198,1,445.255,259.155,222.692,56834,1574.96,1314.73,867.166,1645.08,2673.77,1414.84,1337.22,61,-2013,2102.57,1,17,1,0,0,0,0.582539,0.165079,0,0,0.657463,3,212,2986,242,7.58806,6.36652,0
 rdist3a.petsc,2398,2398,1,400.785,301.418,162.581,61896,5287.14,3769.5,3707.38,1404.81,3810.82,1928.03,1905.26,93,-1981.79,2456.59,1,25,1,0,0,0,0.510675,0.02135,0,0,1.02443,3,464,2278,166,7.61543,7.93333,0
 radfr1.petsc,1048,1048,1,323.222,320.815,2.8842,13299,605.001,429.736,425.856,589.945,683.034,349.118,345.57,41,-101.195,151.352,1,12,1,0,0,0,0.512577,0.0251532,0,0,0.14442,3,88,948,126,6.87388,6.87388,0
 extr1b_A_12.petsc,2836,2836,1,1.36E+06,1.36E+06,0.206935,9053,448312,317004,317004,62073,91954.1,60123.4,60123.4,10,-25.1908,25.1908,1,3,0,0,0,0,0.500003,5.73E-06,0,0,0.00888252,-1,2,2835,2486,9.19228,13.73,0
 extr1b_A_20.petsc,2836,2836,1,1.36E+06,1.36E+06,0.206788,9053,448843,317380,317380,62078.9,91938.7,60131,60131,10,-25.1822,25.1822,1,3,0,0,0,0,0.500003,5.72E-06,0,0,0.00887948,-1,2,2835,2486,10.011,14.345,0
 extr1b_A_02.petsc,2836,2836,1,1.94E+08,1.94E+08,0.00154212,10965,5.45E+06,3.85E+06,3.85E+06,741508,742253,609175,609175,9,-2.09156,2.09156,1,3,0,0,0,0,0.500001,1.35E-06,0,0,0.000737505,-1,2,2481,2835,10.6578,13.7875,0
 extr1b_A_24.petsc,2836,2836,1,8217.45,8217.6,8231.94,11404,6528.59,5742.11,3106.55,4849.37,4833.05,4841.21,1927.46,10,-4829.19,4829.19,1,4,0,0,0,0,0.576213,0.152425,0,0,1.70282,3,3,2481,2835,13.1715,14.3457,0
 extr1b_A_07.petsc,2836,2836,1,8217.95,8217.98,8232.44,11405,6227.45,5572.42,2780.17,4838.61,4830.9,4834.76,1921.32,10,-4829.34,4829.34,1,4,0,0,0,0,0.631539,0.263077,0,0,1.70287,3,3,2481,2835,12.7382,13.73,0
 extr1b_A_19.petsc,2836,2836,1,8217.49,8217.99,8231.98,11404,7384.11,6238.84,3949.93,4865.9,4836.53,4851.22,1930.59,10,-4829.2,4829.21,1,4,0,0,0,0,0.546539,0.0930785,0,0,1.70282,3,3,2481,2835,12.859,14.3167,0
 extr1b.petsc,2836,2836,1,1.94E+08,1.94E+08,0.00142802,10965,5.39E+06,3.81E+06,3.81E+06,741300,742044,598478,598478,9,-2.01268,2.01268,1,3,0,0,0,0,0.500001,1.35E-06,0,0,0.000709689,-1,2,2481,2835,10.6768,13.8067,0
 extr1b_A_32.petsc,2836,2836,1,1.36E+06,1.36E+06,0.206816,9053,448933,317443,317443,62078.1,91934.3,60126.2,60126.2,10,-25.1839,25.1839,1,3,0,0,0,0,0.500003,5.71E-06,0,0,0.00888007,-1,2,2835,2486,10.0063,14.4069,0
 extr1.petsc,2837,2837,1,1.94E+08,1.94E+08,0.0190271,10967,5.39E+06,3.81E+06,3.81E+06,741300,742044,598478,598478,9,6.27959,8.27959,1,3,0,0,0,0,0.500001,1.87E-06,0,0,0.00291843,3,2,2481,2836,10.6768,13.8067,0
 extr1b_A_36.petsc,2836,2836,1,1.36E+06,1.36E+06,0.206874,9053,448893,317415,317416,62077.6,91932.7,60126.4,60126.4,10,-25.1872,25.1872,1,3,0,0,0,0,0.500003,5.72E-06,0,0,0.00888125,-1,2,2835,2486,9.98945,14.4248,0
 extr1b_A_17.petsc,2836,2836,1,8217.95,8218.05,8232.44,11404,6399.91,5669.27,2969.54,4845.88,4832.43,4839.16,1922.78,10,-4829.34,4829.34,1,4,0,0,0,0,0.588508,0.177015,0,0,1.70287,3,3,2481,2835,12.4372,13.73,0
 extr1b_A_33.petsc,2836,2836,1,1.36E+06,1.36E+06,0.206816,9052,448850,317385,317385,62078.1,91934.3,60126.2,60126.2,10,-25.1839,25.1839,1,3,0,0,0,0,0.500003,5.72E-06,0,0,0.00888007,-1,2,2835,2486,10.0063,14.4069,0
 extr1b_A_25.petsc,2836,2836,1,1.36E+06,1.36E+06,0.206873,9053,448921,317435,317435,62078.5,91937,60135.3,60135.3,10,-25.1872,25.1872,1,3,0,0,0,0,0.500003,5.72E-06,0,0,0.00888125,-1,2,2835,2486,10.0177,14.3844,0
 extr1b_A_11.petsc,2836,2836,1,1.36E+06,1.36E+06,0.206935,9053,448312,317004,317004,62073,91954.1,60123.4,60123.4,10,-25.1908,25.1908,1,3,0,0,0,0,0.500003,5.73E-06,0,0,0.00888252,-1,2,2835,2486,9.19228,13.73,0
 extr1b_A_27.petsc,2836,2836,1,3.53E+06,3.52E+06,0.206861,9053,459923,325215,325215,100001,102746,60134.3,60134.3,10,-25.1865,25.1865,1,3,0,0,0,0,0.500003,5.64E-06,0,0,0.00888099,-1,2,2835,2486,10.0174,14.3848,0
 extr1b_A_31.petsc,2836,2836,1,8217.34,8217.38,8231.83,11405,6234.27,5576.15,2787.95,4838.56,4830.76,4834.66,1925.74,10,-4829.16,4829.16,1,4,0,0,0,0,0.63063,0.26126,0,0,1.70281,3,3,2481,2835,13.557,14.4051,0
 extr1b_A_06.petsc,2836,2836,1,1.94E+08,1.94E+08,0.00184433,10966,5.39E+06,3.81E+06,3.81E+06,741945,742690,600763,600763,9,-2.2874,2.2874,1,3,0,0,0,0,0.500001,1.36E-06,0,0,0.00080656,-1,2,2481,2835,10.601,13.73,0
 extr1b_A_41.petsc,2836,2836,1,1.36E+06,1.36E+06,0.206784,9053,448799,317349,317349,62077,91930.2,60113.5,60113.5,10,-25.182,25.182,1,3,0,0,0,0,0.500003,5.72E-06,0,0,0.00887941,-1,2,2835,2486,9.97166,14.438,0
 extr1b_A_04.petsc,2836,2836,1,1.94E+08,1.94E+08,0.00184286,10965,5.40E+06,3.82E+06,3.82E+06,741960,742705,601633,601633,9,-2.28649,2.28649,1,3,0,0,0,0,0.500001,1.36E-06,0,0,0.000806239,-1,2,2481,2835,10.5995,13.7284,0
 extr1b_A_22.petsc,2836,2836,1,1.36E+06,1.36E+06,0.206804,9053,448945,317452,317452,62078.9,91938.7,60132.2,60132.2,10,-25.1831,25.1831,1,3,0,0,0,0,0.500003,5.71E-06,0,0,0.00887981,-1,2,2835,2486,10.0117,14.3457,0
 extr1b_A_44.petsc,2836,2836,1,1.36E+06,1.36E+06,0.206819,9052,448821,317365,317365,62076.9,91929.9,60115.7,60115.7,10,-25.184,25.184,1,3,0,0,0,0,0.500003,5.72E-06,0,0,0.00888013,-1,2,2835,2486,9.9702,14.4392,0
 extr1b_A_40.petsc,2836,2836,1,8217.28,8217.39,8231.77,11404,6404.21,5671.62,2974.33,4845.71,4832.24,4838.98,1927.39,10,-4829.14,4829.15,1,4,0,0,0,0,0.588604,0.177208,0,0,1.7028,3,3,2481,2835,13.2429,14.4264,0
 extr1b_A_29.petsc,2836,2836,1,8217.38,8217.39,8231.88,11404,6181.97,5546.97,2729.09,4833.86,4829.78,4831.82,1924.62,10,-4829.18,4829.18,1,4,0,0,0,0,0.689751,0.379501,0,0,1.70281,3,3,2481,2835,14.0071,14.3848,0
 extr1b_A_38.petsc,2836,2836,1,3.53E+06,3.52E+06,0.206841,9053,459885,325188,325188,100001,103237,60123.2,60123.2,10,-25.1853,25.1853,1,3,0,0,0,0,0.500003,5.64E-06,0,0,0.00888058,-1,2,2835,2486,9.98724,14.4264,0
 extr1b_A_09.petsc,2836,2836,1,1.36E+06,1.36E+06,0.206935,9053,448312,317004,317004,62073,91954.1,60123.4,60123.4,10,-25.1908,25.1908,1,3,0,0,0,0,0.500003,5.73E-06,0,0,0.00888252,-1,2,2835,2486,9.19228,13.73,0
 extr1b_A_34.petsc,2836,2836,1,8217.34,8217.4,8231.83,11404,6292.84,5608.95,2852.99,4841.58,4831.39,4836.48,1926.36,10,-4829.16,4829.16,1,4,0,0,0,0,0.608863,0.217726,0,0,1.70281,3,3,2481,2835,13.4073,14.4069,0
 extr1b_A_21.petsc,2836,2836,1,8217.45,8217.53,8231.94,11405,6343.05,5637.17,2908.02,4843.66,4831.85,4837.76,1926.31,10,-4829.19,4829.2,1,4,0,0,0,0,0.597785,0.19557,0,0,1.70282,3,3,2481,2835,13.3339,14.345,0
 extr1b_A_16.petsc,2836,2836,1,1.36E+06,1.36E+06,0.206935,9052,448312,317004,317004,62073,91954.1,60123.4,60123.4,10,-25.1908,25.1908,1,3,0,0,0,0,0.500003,5.73E-06,0,0,0.00888252,-1,2,2835,2486,9.19228,13.73,0
 extr1b_A_23.petsc,2836,2836,1,1.36E+06,1.36E+06,0.206804,9052,448854,317388,317388,62078.9,91938.7,60132.2,60132.2,10,-25.1831,25.1831,1,3,0,0,0,0,0.500003,5.72E-06,0,0,0.00887981,-1,2,2835,2486,10.0117,14.3457,0
 extr1b_A_05.petsc,2836,2836,1,1.94E+08,1.94E+08,0.00184415,10965,5.39E+06,3.81E+06,3.81E+06,741947,742691,601009,601009,9,-2.28729,2.28729,1,3,0,0,0,0,0.500001,1.36E-06,0,0,0.000806521,-1,2,2481,2835,10.601,13.73,0
 extr1b_A_43.petsc,2836,2836,1,1.36E+06,1.36E+06,0.206819,9053,448933,317443,317443,62076.9,91929.9,60115.7,60115.7,10,-25.184,25.184,1,3,0,0,0,0,0.500003,5.71E-06,0,0,0.00888013,-1,2,2835,2486,9.9702,14.4392,0
 extr1b_A_26.petsc,2836,2836,1,8217.38,8217.39,8231.88,11405,6183.14,5547.62,2730.41,4834.05,4829.82,4831.93,1924.66,10,-4829.18,4829.18,1,4,0,0,0,0,0.686319,0.372638,0,0,1.70281,3,3,2481,2835,13.9774,14.3844,0
 extr1b_A_03.petsc,2836,2836,1,1.94E+08,1.94E+08,0.00155383,10965,5.45E+06,3.85E+06,3.85E+06,741527,742271,608874,608874,9,-2.09949,2.09949,1,3,0,0,0,0,0.500001,1.35E-06,0,0,0.0007403,-1,2,2481,2835,10.6553,13.7849,0
 extr1b_A_37.petsc,2836,2836,1,8217.29,8217.35,8231.78,11405,6293.92,5609.55,2854.18,4841.6,4831.38,4836.49,1926.54,10,-4829.15,4829.15,1,4,0,0,0,0,0.608625,0.217251,0,0,1.7028,3,3,2481,2835,13.389,14.4248,0
 extr1b_A_14.petsc,2836,2836,1,1.36E+06,1.36E+06,0.206935,9052,448312,317004,317004,62073,91954.1,60123.4,60123.4,10,-25.1908,25.1908,1,3,0,0,0,0,0.500003,5.73E-06,0,0,0.00888252,-1,2,2835,2486,9.19228,13.73,0
 extr1b_A_10.petsc,2836,2836,1,1.36E+06,1.36E+06,0.206935,9053,448312,317004,317004,62073,91954.1,60123.4,60123.4,10,-25.1908,25.1908,1,3,0,0,0,0,0.500003,5.73E-06,0,0,0.00888252,-1,2,2835,2486,9.19228,13.73,0
 extr1b_A_08.petsc,2836,2836,1,1.36E+06,1.36E+06,0.206935,9053,448312,317004,317004,62073,91954.1,60123.4,60123.4,10,-25.1908,25.1908,1,3,0,0,0,0,0.500003,5.73E-06,0,0,0.00888252,-1,2,2835,2486,9.19228,13.73,0
 extr1b_A_15.petsc,2836,2836,1,1.36E+06,1.36E+06,0.206935,9052,448312,317004,317004,62073,91954.1,60123.4,60123.4,10,-25.1908,25.1908,1,3,0,0,0,0,0.500003,5.73E-06,0,0,0.00888252,-1,2,2835,2486,9.19228,13.73,0
 extr1b_A_18.petsc,2836,2836,1,1.36E+06,1.36E+06,0.206874,9052,448925,317438,317438,62079.1,91940.8,60139.2,60139.2,10,-25.1873,25.1873,1,3,0,0,0,0,0.500003,5.72E-06,0,0,0.00888126,-1,2,2835,2486,9.97781,14.3167,0
 extr1b_A_39.petsc,2836,2836,1,1.36E+06,1.36E+06,0.206841,9052,448869,317399,317399,62077.6,91932.5,60123.2,60123.2,10,-25.1853,25.1853,1,3,0,0,0,0,0.500003,5.72E-06,0,0,0.00888058,-1,2,2835,2486,9.98724,14.4264,0
 extr1b_A_30.petsc,2836,2836,1,1.36E+06,1.36E+06,0.206785,9053,448830,317370,317371,62078.2,91934.6,60124.1,60124.1,10,-25.182,25.182,1,3,0,0,0,0,0.500003,5.72E-06,0,0,0.00887942,-1,2,2835,2486,10.0072,14.4051,0
 extr1b_A_01.petsc,2836,2836,1,1.94E+08,1.94E+08,0.00142802,10965,5.39E+06,3.81E+06,3.81E+06,741300,742044,598478,598478,9,-2.01268,2.01268,1,3,0,0,0,0,0.500001,1.35E-06,0,0,0.000709689,-1,2,2481,2835,10.6768,13.8067,0
 extr1b_A_42.petsc,2836,2836,1,8217.25,8217.29,8231.74,11405,6263.73,5592.62,2820.8,4840.15,4831.07,4835.61,1926.42,10,-4829.13,4829.14,1,4,0,0,0,0,0.617959,0.235918,0,0,1.7028,3,3,2481,2835,13.4357,14.438,0
 extr1b_A_28.petsc,2836,2836,1,1.36E+06,1.36E+06,0.206861,9052,448912,317429,317429,62078.5,91936.9,60134.3,60134.3,10,-25.1865,25.1865,1,3,0,0,0,0,0.500003,5.72E-06,0,0,0.00888099,-1,2,2835,2486,10.0174,14.3848,0
 extr1b_A_13.petsc,2836,2836,1,1.36E+06,1.36E+06,0.206935,9053,448312,317004,317004,62073,91954.1,60123.4,60123.4,10,-25.1908,25.1908,1,3,0,0,0,0,0.500003,5.73E-06,0,0,0.00888252,-1,2,2835,2486,9.19228,13.73,0
 extr1b_A_35.petsc,2836,2836,1,1.36E+06,1.36E+06,0.206874,9053,448893,317415,317415,62077.6,91932.7,60126.4,60126.4,10,-25.1872,25.1872,1,3,0,0,0,0,0.500003,5.72E-06,0,0,0.00888125,-1,2,2835,2486,9.98945,14.4248,0
 hydr1c_A_50.petsc,5308,5308,1,1.74E+09,1.03E+09,6.25205,19494,8.70E+06,6.15E+06,6.16E+06,2.34E+06,4.61E+06,2.31E+06,2.31E+06,12,183.185,183.185,1,3,0,0,0,0,0.500003,6.62E-06,0,0,0.034511,1,2,5307,4535,30.125,30.1725,0
 hydr1c_A_06.petsc,5308,5308,1,1.69E+09,9.95E+08,0.00111898,22983,1.11E+07,7.87E+06,7.87E+06,2.30E+06,4.53E+06,2.27E+06,2.27E+06,14,-1.22173,3.22173,1,4,0,0,0,0,0.500005,9.15E-06,0,0,0.000606957,3,2,4535,5307,19.9781,20.8408,0
 hydr1c_A_14.petsc,5308,5308,1,1.71E+09,1.01E+09,6.32793,19503,8.69E+06,6.14E+06,6.15E+06,2.32E+06,4.57E+06,2.28E+06,2.28E+06,12,184.287,184.287,1,3,0,0,0,0,0.500003,6.66E-06,0,0,0.0347187,1,2,5307,4535,39.3715,37.3277,0
 hydr1c_A_76.petsc,5308,5308,1,393512,393472,2.48E-07,23541,101089,71480.9,71480.9,45711.7,46416,23208,23208,14,0.0284211,0.0427258,1,4,0,0,0,0,0.500004,8.69E-06,0,0,8.05E-06,3,2,4535,5307,28.4397,29.7697,0
 hydr1c_A_54.petsc,5308,5308,1,1.08E+06,636540,3.16E-06,23543,294410,208179,208179,58138,114612,57306.2,57306.2,14,0.101591,0.152344,1,4,0,0,0,0,0.500004,8.99E-06,0,0,2.87E-05,3,2,4535,5307,27.5814,29.4035,0
 hydr1c_A_71.petsc,5308,5308,1,1.64E+09,9.70E+08,6.34867,19488,8.65E+06,6.11E+06,6.12E+06,2.27E+06,4.47E+06,2.24E+06,2.24E+06,12,184.587,184.587,1,3,0,0,0,0,0.500003,6.69E-06,0,0,0.0347752,1,2,5307,4535,26.6397,29.1759,0
 hydr1c_A_16.petsc,5308,5308,1,387687,387512,1.10E-06,23567,179715,127078,127078,45364.6,68531,34265.5,34265.5,14,0.059979,0.0899824,1,4,0,0,0,0,0.500004,8.92E-06,0,0,1.70E-05,3,2,4535,5307,29.8779,31.5114,0
 hydr1c_A_68.petsc,5308,5308,1,896308,529045,2.88E-06,23557,271274,191819,191819,53002.2,104472,52236,52236,14,0.0980962,0.144721,1,4,0,0,0,0,0.500004,8.88E-06,0,0,2.73E-05,3,2,4535,5307,26.6648,28.0167,0
 hydr1c_A_72.petsc,5308,5308,1,391388,391283,6.71E-07,23553,144216,101976,101976,45584.6,51727.6,25863.8,25863.8,14,0.0469774,0.0701027,1,4,0,0,0,0,0.500004,8.85E-06,0,0,1.32E-05,3,2,4535,5307,27.6419,29.1758,0
 hydr1c_A_31.petsc,5308,5308,1,1.72E+09,1.01E+09,6.22596,19506,8.60E+06,6.08E+06,6.08E+06,2.32E+06,4.58E+06,2.29E+06,2.29E+06,12,182.804,182.804,1,3,0,0,0,0,0.500003,6.63E-06,0,0,0.0344393,1,2,5307,4535,29.0289,29.6539,0
 hydr1c_A_27.petsc,5308,5308,1,1.68E+09,9.93E+08,6.34032,19485,8.68E+06,6.14E+06,6.14E+06,2.30E+06,4.53E+06,2.26E+06,2.26E+06,12,184.466,184.466,1,3,0,0,0,0,0.500003,6.67E-06,0,0,0.0347525,1,2,5307,4535,29.9565,27.9304,0
