% Generated on 2015-06-10 14:15:38,  dyna6-73.cs.uoregon.edu: /Users/norris/research/lighthouse/lighthouse-git/sandbox/petsc/scripts/anamod2arff.py, Command: "../scripts/anamod2arff.py -f ../anamod-features -p ../timing/bgq -n solvers_anamod"
lambda-max-by-magnitude-im,right-bandwidth,avgdistfromdiag,symmetry,n-dummy-rows,blocksize,max-nnzeros-per-row,diag-definite,avgnnzprow,lambda-max-by-magnitude-re,ellipse-cy,nnzup,ruhe75-bound,avg-diag-dist,nnz,lambda-min-by-magnitude-re,lambda-max-by-im-part-im,left-bandwidth,norm1,sigma-min,upband,n-struct-unsymm,lambda-min-by-magnitude-im,diagonal-average,diagonal-dominance,dummy-rows,ritz-values-r,symmetry-snorm,symmetry-fanorm,symmetry-fsnorm,colours,lambda-max-by-im-part-re,col-variability,trace-abs,lee96-lbound,ritz-values-c,nnzeros,lee96-ubound,diag-zerostart,loband,positive-fraction,trace,min-nnzeros-per-row,commutator-normF,diagonal-sign,row-variability,nrows,lambda-max-by-real-part-im,colour-offsets,n-colours,relsymm,diagonal-variance,departure,nnzlow,n-nonzero-diags,sigma-max,dummy-rows-kind,kappa,n-ritz-values,colour-set-sizes,sigma-diag-dist,symmetry-anorm,ellipse-ax,ellipse-ay,ellipse-cx,normF,normInf,lee95-bound,lambda-max-by-real-part-re,nnzdia,trace-asquared, solver, class
?,100,8,?,?,99,9,1,8,3024.076,?,38612,2360.39,66.22222,87025,4.410227,?,100,4791.044,2360.397,100,?,?,47.75817,-14.10088,?,?,?,?,?,?,3024.076,1.199713,468077.9,?,?,87025,?,9801,100,1.0,468077.9,4,?,2,1.354117,9801,?,?,8,?,154.529,560.8396,38612,9,3025.091,?,396406.3,34,?,10920.05,?,1512.034,8.162151,1512.042,16893.64,4801.066,?,3024.076,9801,?,89565283,good
?,?,7,?,5237,1,668,?,7,0.03790773,?,?,4603.263,6771.777,73041,-1e-08,?,9188,252568.1,5095.306,?,?,?,41.9065,-1239.857,?,?,?,?,?,?,0.0754707,8.0,388515.1,?,?,73041,?,9271,9188,1.0,388515.1,1,?,?,9.028773,9271,?,?,2,?,2660.754,136.0269,63770,4775,252567.1,1,513.3033,86,?,185421300.0,?,126037.5,?,126529.6,256225.3,252567.1,?,252567.1,9271,?,89565283,bad
?,?,7,?,5237,1,668,?,7,0.03790773,?,?,4603.263,6771.777,73041,-1e-08,?,9188,252568.1,5095.306,?,?,?,41.9065,-1239.857,?,?,?,?,?,?,0.0754707,8.0,388515.1,?,?,73041,?,9271,9188,1.0,388515.1,1,?,?,9.028773,9271,?,?,2,?,2660.754,136.0269,63770,4775,252567.1,1,513.3033,86,?,185421300.0,?,126037.5,?,126529.6,256225.3,252567.1,?,252567.1,9271,?,49598909,bad
?,?,7,?,5237,1,668,?,7,0.03790773,?,?,4603.263,6771.777,73041,-1e-08,?,9188,252568.1,5095.306,?,?,?,41.9065,-1239.857,?,?,?,?,?,?,0.0754707,8.0,388515.1,?,?,73041,?,9271,9188,1.0,388515.1,1,?,?,9.028773,9271,?,?,2,?,2660.754,136.0269,63770,4775,252567.1,1,513.3033,86,?,185421300.0,?,126037.5,?,126529.6,256225.3,252567.1,?,252567.1,9271,?,68908713,bad
?,?,7,?,5237,1,668,?,7,0.03790773,?,?,4603.263,6771.777,73041,-1e-08,?,9188,252568.1,5095.306,?,?,?,41.9065,-1239.857,?,?,?,?,?,?,0.0754707,8.0,388515.1,?,?,73041,?,9271,9188,1.0,388515.1,1,?,?,9.028773,9271,?,?,2,?,2660.754,136.0269,63770,4775,252567.1,1,513.3033,86,?,185421300.0,?,126037.5,?,126529.6,256225.3,252567.1,?,252567.1,9271,?,36564232,bad
?,?,5,?,4820,1,818,?,5,0.1779686,?,?,214.2036,5837.478,42908,-1e-08,?,8031,888.1629,214.2036,?,?,?,2.144334,-1681.0,?,?,?,?,?,?,0.1672585,8.0,17427.01,?,?,42908,?,8127,8031,0.9692308,17427.01,1,?,?,9.655902,8127,?,?,2,?,15.00626,801.9926,34781,4268,608.3476,1,60847670000.0,65,?,137932600.0,?,304.1734,?,304.1734,1584.507,1681.0,?,608.3468,8127,?,89565283,good
?,?,5,?,4820,1,818,?,5,0.1779686,?,?,214.2036,5837.478,42908,-1e-08,?,8031,888.1629,214.2036,?,?,?,2.144334,-1681.0,?,?,?,?,?,?,0.1672585,8.0,17427.01,?,?,42908,?,8127,8031,0.9692308,17427.01,1,?,?,9.655902,8127,?,?,2,?,15.00626,801.9926,34781,4268,608.3476,1,60847670000.0,65,?,137932600.0,?,304.1734,?,304.1734,1584.507,1681.0,?,608.3468,8127,?,49598909,bad
?,202,3,?,4,21,13,?,3,1000.0,?,581,23638.81,102.0418,1608,-5.15763e-13,?,329,2004013.0,23638.89,202,?,?,30361.99,-30291.55,?,?,?,?,?,?,1.0,36.09691,13055660.0,?,?,1608,?,430,329,0.9393939,13055660.0,1,?,1,36.09691,430,?,?,4,?,138532.3,36698.58,597,311,2001004.0,?,23837200.0,66,?,25586.49,?,1000533.0,5.770844,1000471.0,4138865.0,2004013.0,?,2001004.0,430,?,89565283,bad
?,202,3,?,4,21,13,?,3,1000.0,?,581,23638.81,102.0418,1608,-5.15763e-13,?,329,2004013.0,23638.89,202,?,?,30361.99,-30291.55,?,?,?,?,?,?,1.0,36.09691,13055660.0,?,?,1608,?,430,329,0.9393939,13055660.0,1,?,1,36.09691,430,?,?,4,?,138532.3,36698.58,597,311,2001004.0,?,23837200.0,66,?,25586.49,?,1000533.0,5.770844,1000471.0,4138865.0,2004013.0,?,2001004.0,430,?,49598909,good
?,?,6,?,2823,1,23,?,6,3.187027,?,?,129.9541,4016.853,35507,-1e-08,?,5320,4681992.0,129.9541,?,30186,?,1764.363,-810.0,?,?,4681991.0,319.1182,6621336.0,?,3.28599,8.0,9388176.0,?,?,35507,?,5321,5320,0.9662921,9388176.0,1,?,?,10.26951,5321,?,?,2,0.1498578,90754.24,451.3012,30186,2603,4681991.0,1,4.702683e+14,89,?,65113460.0,3186.527,2340995.0,?,2340995.0,6621336.0,4681991.0,451.3012,4681991.0,5321,4.384209e+13,89565283,good
?,?,6,?,2823,1,23,?,6,3.187027,?,?,129.9541,4016.853,35507,-1e-08,?,5320,4681992.0,129.9541,?,30186,?,1764.363,-810.0,?,?,4681991.0,319.1182,6621336.0,?,3.28599,8.0,9388176.0,?,?,35507,?,5321,5320,0.9662921,9388176.0,1,?,?,10.26951,5321,?,?,2,0.1498578,90754.24,451.3012,30186,2603,4681991.0,1,4.702683e+14,89,?,65113460.0,3186.527,2340995.0,?,2340995.0,6621336.0,4681991.0,451.3012,4681991.0,5321,4.384209e+13,49598909,bad
?,?,4,?,3526,1,98,?,4,1591.888,?,?,2801.647,4682.132,31220,-1e-08,?,6300,205057.0,2801.653,?,24903,?,52.56722,-1501.0,?,?,204798.9,254.4531,208415.0,?,5.666203,16.33092,332067.2,?,?,31220,?,6317,6300,0.9767442,332067.2,1,?,?,17.5344,6317,?,?,2,0.2023382,2621.717,359.851,24903,3070,204540.8,1,36963920.0,86,?,88582180.0,750.5,102270.4,?,102270.4,208415.1,204540.8,359.851,204540.8,6317,43436740000.0,89565283,good
?,?,4,?,3526,1,98,?,4,1591.888,?,?,2801.647,4682.132,31220,-1e-08,?,6300,205057.0,2801.653,?,24903,?,52.56722,-1501.0,?,?,204798.9,254.4531,208415.0,?,5.666203,16.33092,332067.2,?,?,31220,?,6317,6300,0.9767442,332067.2,1,?,?,17.5344,6317,?,?,2,0.2023382,2621.717,359.851,24903,3070,204540.8,1,36963920.0,86,?,88582180.0,750.5,102270.4,?,102270.4,208415.1,204540.8,359.851,204540.8,6317,43436740000.0,49598909,bad
?,?,5,?,3251,1,16,?,5,59.54572,?,?,102.4397,4496.157,30223,-1e-08,?,5974,7004.436,102.4405,?,24248,?,93.28818,-1793.0,?,?,7003.936,522.5577,57186.69,?,0.05427958,8.0,557396.9,?,?,30223,?,5975,5974,1.0,557396.9,1,?,?,10.35017,5975,?,?,2,0.1976971,733.8835,739.0082,24248,2923,7003.436,1,8670535.0,54,?,81628440.0,896.5,3501.718,0.003244388,3501.718,57189.08,7003.436,739.0082,7003.436,5975,3270044000.0,89565283,good
?,?,5,?,3251,1,16,?,5,59.54572,?,?,102.4397,4496.157,30223,-1e-08,?,5974,7004.436,102.4405,?,24248,?,93.28818,-1793.0,?,?,7003.936,522.5577,57186.69,?,0.05427958,8.0,557396.9,?,?,30223,?,5975,5974,1.0,557396.9,1,?,?,10.35017,5975,?,?,2,0.1976971,733.8835,739.0082,24248,2923,7003.436,1,8670535.0,54,?,81628440.0,896.5,3501.718,0.003244388,3501.718,57189.08,7003.436,739.0082,7003.436,5975,3270044000.0,49598909,bad
?,?,5,?,4114,1,964,?,5,0.005318667,?,?,143.7012,4550.602,34714,-1e-08,?,6389,18710.87,3129.443,?,?,?,123.9048,-1583.0,?,?,?,?,?,?,650.7347,8.0,809965.6,?,?,34714,?,6537,6389,1.0,809965.6,1,?,?,9.653214,6537,?,?,2,?,421.2321,542.8099,28177,3393,18643.5,1,6.244176,38,?,83990000.0,?,7828.879,?,10814.62,35504.31,18643.5,?,18643.5,6537,?,89565283,good
?,?,5,?,4114,1,964,?,5,0.005318667,?,?,143.7012,4550.602,34714,-1e-08,?,6389,18710.87,3129.443,?,?,?,123.9048,-1583.0,?,?,?,?,?,?,650.7347,8.0,809965.6,?,?,34714,?,6537,6389,1.0,809965.6,1,?,?,9.653214,6537,?,?,2,?,421.2321,542.8099,28177,3393,18643.5,1,6.244176,38,?,83990000.0,?,7828.879,?,10814.62,35504.31,18643.5,?,18643.5,6537,?,49598909,bad
?,?,5,?,4750,1,652,?,5,0.4710119,?,?,7053.174,6003.076,41440,-1e-08,?,8203,44090.57,7053.176,?,33236,?,40.8881,-1242.486,?,?,44090.07,112.6961,76694.67,?,0.2947252,8.0,335446.0,?,?,41440,?,8204,8203,1.0,335446.0,1,?,?,9.225167,8204,?,?,2,0.197973,845.7558,159.3763,33236,4302,44089.57,1,22695430.0,70,?,145795700.0,621.2429,22044.78,?,22044.79,76694.76,44089.57,159.3763,44089.57,8204,5882060000.0,89565283,good
?,?,5,?,4750,1,652,?,5,0.4710119,?,?,7053.174,6003.076,41440,-1e-08,?,8203,44090.57,7053.176,?,33236,?,40.8881,-1242.486,?,?,44090.07,112.6961,76694.67,?,0.2947252,8.0,335446.0,?,?,41440,?,8204,8203,1.0,335446.0,1,?,?,9.225167,8204,?,?,2,0.197973,845.7558,159.3763,33236,4302,44089.57,1,22695430.0,70,?,145795700.0,621.2429,22044.78,?,22044.79,76694.76,44089.57,159.3763,44089.57,8204,5882060000.0,49598909,bad
?,?,4,?,4124,1,126,?,4,0.06119625,?,?,386.3744,5621.066,36710,-1e-08,?,7474,8742.118,386.3783,?,29231,?,11.13829,-1339.0,?,?,8741.618,201.7146,16677.48,?,0.06456508,8.0,83303.31,?,?,36710,?,7479,7474,0.9756098,83303.31,1,?,?,9.681241,7479,?,?,2,0.203732,192.509,285.2676,29231,3601,8741.118,1,2258318.0,82,?,127540900.0,669.5,4370.561,?,4370.557,16678.7,8741.118,285.2676,8741.118,7479,278097600.0,89565283,good
?,?,4,?,4124,1,126,?,4,0.06119625,?,?,386.3744,5621.066,36710,-1e-08,?,7474,8742.118,386.3783,?,29231,?,11.13829,-1339.0,?,?,8741.618,201.7146,16677.48,?,0.06456508,8.0,83303.31,?,?,36710,?,7479,7474,0.9756098,83303.31,1,?,?,9.681241,7479,?,?,2,0.203732,192.509,285.2676,29231,3601,8741.118,1,2258318.0,82,?,127540900.0,669.5,4370.561,?,4370.557,16678.7,8741.118,285.2676,8741.118,7479,278097600.0,49598909,bad
?,202,3,?,4,21,13,?,3,1000.0,?,581,23638.73,102.0418,1608,0.0002002002,?,329,2004013.0,23638.89,202,?,?,30361.99,-30291.55,?,?,?,?,?,?,1.0,36.09691,13055660.0,?,?,1608,?,430,329,0.9518072,13055660.0,1,?,1,36.09691,430,?,?,4,?,138532.3,36698.58,597,311,2001004.0,?,12225160.0,83,?,25586.49,?,1000533.0,1.172983,1000471.0,4138865.0,2004013.0,?,2001004.0,430,?,89565283,good
?,514,10,?,1,150,27,?,10,-3227847.0,?,92795,37101.3,192.2968,206076,1.0,?,514,4605960.0,3209391.0,514,104780,?,1639634.0,-3619879.0,?,?,3941380.0,22775030.0,260288600.0,?,1.0,22.25839,33560040000.0,250469.9,?,206076,1.037404e+15,20468,514,?,-33560040000.0,1,5.764643e+13,?,22.25833,20468,?,?,10,0.4915468,12321.11,32024920.0,92813,694,3264398.0,?,1.0,4,?,91730.54,1231672.0,?,?,-3227296.0,261283100.0,3619879.0,32208750.0,1.0,20468,6.723143e+16,89565283,good
?,514,10,?,1,150,27,?,10,-3227847.0,?,92795,37101.3,192.2968,206076,1.0,?,514,4605960.0,3209391.0,514,104780,?,1639634.0,-3619879.0,?,?,3941380.0,22775030.0,260288600.0,?,1.0,22.25839,33560040000.0,250469.9,?,206076,1.037404e+15,20468,514,?,-33560040000.0,1,5.764643e+13,?,22.25833,20468,?,?,10,0.4915468,12321.11,32024920.0,92813,694,3264398.0,?,1.0,4,?,91730.54,1231672.0,?,?,-3227296.0,261283100.0,3619879.0,32208750.0,1.0,20468,6.723143e+16,36564232,bad
?,202,3,?,4,21,13,?,3,1000.0,?,581,23638.73,102.0418,1608,9.162648e-09,?,329,2004013.0,23638.89,202,?,?,30361.99,-30291.55,?,?,?,?,?,?,1.0,36.09691,13055660.0,?,?,1608,?,430,329,0.939759,13055660.0,1,?,1,36.09691,430,?,?,4,?,138532.3,36698.58,597,311,2001004.0,?,12777560.0,83,?,25586.49,?,1000533.0,2.840792,1000471.0,4138865.0,2004013.0,?,2001004.0,430,?,89565283,good
?,4535,4,?,?,2358,13,?,4,?,?,9622,2915880.0,2408.001,24809,?,?,5307,2316742.0,1009066.0,4535,19435,?,0.03471868,-4568205.0,?,?,2284103.0,6145382.0,6143754.0,?,?,31.49234,184.2868,?,?,24809,?,2386,5307,0.5666667,184.2868,2,?,1,28.97118,5308,?,?,6,0.2166149,2.515537,8688578.0,9879,7953,3015880.0,?,183.7635,240,?,14946320.0,2284103.0,577.5583,100000.0,-33.38066,8689731.0,4568205.0,8688580.0,490.0896,5308,-20000880000.0,89565283,bad
?,100,8,?,?,99,9,1,8,490.068,?,38612,417.1434,66.22222,87025,4.816579,?,100,760.8224,417.1509,100,?,?,18.7483,-1.923689,?,?,761.5104,58.98457,3646.587,?,489.6732,1.032237,183752.1,1.657253,?,87025,6958.36,9801,100,1.0,183752.1,4,10405.67,2,1.140008,9801,?,?,8,1.0,29.40092,83.41673,38612,9,490.338,?,65554.59,22,?,10920.05,20.96783,245.0302,?,245.0377,3647.064,762.1984,83.41679,490.068,9801,13294120.0,89565283,good
?,?,1,?,1668,1,1,1,1,1.194819e-10,?,?,2.540252e-10,?,1668,2.605562e-11,?,?,3.574214e-10,2.593373e-10,?,?,?,1.011145e-10,5.31208e-12,?,?,?,?,?,?,1.194819e-10,11.27474,1.68659e-07,?,?,1668,?,1668,?,1.0,1.68659e-07,1,?,2,11.27474,1668,?,?,1,?,5.456826e-11,?,?,1,3.57419e-10,1,67.28444,34,?,?,?,1.760546e-10,?,1.813667e-10,4.692619e-09,3.574214e-10,?,3.574214e-10,1668,?,89565283,good
?,?,1,?,1668,1,1,1,1,1.194819e-10,?,?,2.540252e-10,?,1668,2.605562e-11,?,?,3.574214e-10,2.593373e-10,?,?,?,1.011145e-10,5.31208e-12,?,?,?,?,?,?,1.194819e-10,11.27474,1.68659e-07,?,?,1668,?,1668,?,1.0,1.68659e-07,1,?,2,11.27474,1668,?,?,1,?,5.456826e-11,?,?,1,3.57419e-10,1,67.28444,34,?,?,?,1.760546e-10,?,1.813667e-10,4.692619e-09,3.574214e-10,?,3.574214e-10,1668,?,68908713,bad
?,?,20,?,1,1,24,1,20,98572.33,?,?,659623.1,125.9652,112505,36800.5,?,191,844961.1,659655.3,?,107016,?,129178.9,-118671.3,?,?,794478.4,4915744.0,15250220.0,?,36800.5,50.57422,709063000.0,41999.79,?,112505,4.832909e+13,5489,191,1.0,709063000.0,1,1.079442e+12,2,50.57422,5489,?,?,14,0.04878894,145878.5,6951913.0,107016,115,661842.9,1,17787.55,69,?,65952.65,400189.0,285951.3,194969.8,285983.5,16022920.0,743995.7,6951913.0,394289.3,5489,2.084048e+14,89565283,bad
?,?,20,?,1,1,24,1,20,98572.33,?,?,659623.1,125.9652,112505,36800.5,?,191,844961.1,659655.3,?,107016,?,129178.9,-118671.3,?,?,794478.4,4915744.0,15250220.0,?,36800.5,50.57422,709063000.0,41999.79,?,112505,4.832909e+13,5489,191,1.0,709063000.0,1,1.079442e+12,2,50.57422,5489,?,?,14,0.04878894,145878.5,6951913.0,107016,115,661842.9,1,17787.55,69,?,65952.65,400189.0,285951.3,194969.8,285983.5,16022920.0,743995.7,6951913.0,394289.3,5489,2.084048e+14,49598909,bad
?,?,20,?,1,1,24,1,20,98572.33,?,?,659623.1,125.9652,112505,36800.5,?,191,844961.1,659655.3,?,107016,?,129178.9,-118671.3,?,?,794478.4,4915744.0,15250220.0,?,36800.5,50.57422,709063000.0,41999.79,?,112505,4.832909e+13,5489,191,1.0,709063000.0,1,1.079442e+12,2,50.57422,5489,?,?,14,0.04878894,145878.5,6951913.0,107016,115,661842.9,1,17787.55,69,?,65952.65,400189.0,285951.3,194969.8,285983.5,16022920.0,743995.7,6951913.0,394289.3,5489,2.084048e+14,68908713,bad
?,?,20,?,1,1,24,1,20,98572.33,?,?,659623.1,125.9652,112505,36800.5,?,191,844961.1,659655.3,?,107016,?,129178.9,-118671.3,?,?,794478.4,4915744.0,15250220.0,?,36800.5,50.57422,709063000.0,41999.79,?,112505,4.832909e+13,5489,191,1.0,709063000.0,1,1.079442e+12,2,50.57422,5489,?,?,14,0.04878894,145878.5,6951913.0,107016,115,661842.9,1,17787.55,69,?,65952.65,400189.0,285951.3,194969.8,285983.5,16022920.0,743995.7,6951913.0,394289.3,5489,2.084048e+14,36564232,bad
?,4535,4,?,?,2358,13,?,4,?,?,9614,2934953.0,2408.001,24779,?,?,5307,2331432.0,1010650.0,4535,19405,?,0.03453103,-4597674.0,?,?,2298838.0,6109023.0,6107386.0,?,?,27.59381,183.2907,?,?,24779,?,2386,5307,0.525,183.2907,2,?,1,26.44863,5308,?,?,6,0.2168772,2.501867,8637145.0,9857,7953,3034953.0,?,177.9206,240,?,14946320.0,2298838.0,593.5356,100000.0,-19.76611,8638306.0,4597674.0,8637148.0,489.9339,5308,-20000880000.0,89565283,good
?,13447,6,?,?,57,68,?,6,-1.068887,?,18477,1426278.0,2276.313,82842,-5.018548e-06,?,6771,1061178.0,1426281.0,13447,68908,?,2132.342,-2919858.0,?,?,1459930.0,7144440.0,8194261.0,?,1.0,14.01906,29200300.0,?,?,82842,?,13694,6771,0.4117647,20753950.0,2,?,?,14.01906,13694,?,?,11,0.1681997,34225.16,10103760.0,50671,3248,1440238.0,?,236137.5,17,?,12363630.0,1459930.0,408323.9,2.804058,288866.2,10871470.0,2919860.0,10103760.0,697190.2,13694,1.610289e+13,89565283,good
?,30586,11,?,?,1,73,1,11,0.01042315,?,172782,1652.6,16291.27,381326,0.01042315,?,30585,8141.743,680.2856,30586,?,?,0.005507938,-610.6973,?,?,?,?,?,?,0.01042315,11.0,180.4896,?,?,381326,?,32769,30585,1.0,180.4896,5,?,2,11.0,32769,?,?,7,?,0.008576546,39009.94,175775,56354,1653.063,?,173.3017,47,?,607139200.0,?,0.03205079,0.4617688,0.03471767,39017.72,610.7027,?,0.02880771,32769,?,89565283,bad
?,?,4,?,12176,1,1532,?,4,0.2770201,?,?,3459.305,15468.15,89087,-1e-08,?,21131,153153.1,3459.305,?,?,?,14.12113,-2784.218,?,?,?,?,?,?,0.2047574,17.52817,298407.7,?,?,89087,?,21132,21131,0.9666667,298407.7,1,?,?,17.15871,21132,?,?,2,?,1070.495,230.0603,67955,10917,153152.1,1,1.537092e+13,60,?,968465000.0,?,76576.07,?,76576.07,155630.0,153152.1,?,153152.1,21132,?,89565283,bad
?,?,4,?,12176,1,1532,?,4,0.2770201,?,?,3459.305,15468.15,89087,-1e-08,?,21131,153153.1,3459.305,?,?,?,14.12113,-2784.218,?,?,?,?,?,?,0.2047574,17.52817,298407.7,?,?,89087,?,21132,21131,0.9666667,298407.7,1,?,?,17.15871,21132,?,?,2,?,1070.495,230.0603,67955,10917,153152.1,1,1.537092e+13,60,?,968465000.0,?,76576.07,?,76576.07,155630.0,153152.1,?,153152.1,21132,?,49598909,bad
?,?,4,?,12176,1,1532,?,4,0.2770201,?,?,3459.305,15468.15,89087,-1e-08,?,21131,153153.1,3459.305,?,?,?,14.12113,-2784.218,?,?,?,?,?,?,0.2047574,17.52817,298407.7,?,?,89087,?,21132,21131,0.9666667,298407.7,1,?,?,17.15871,21132,?,?,2,?,1070.495,230.0603,67955,10917,153152.1,1,1.537092e+13,60,?,968465000.0,?,76576.07,?,76576.07,155630.0,153152.1,?,153152.1,21132,?,68908713,bad
?,?,4,?,12176,1,1532,?,4,0.2770201,?,?,3459.305,15468.15,89087,-1e-08,?,21131,153153.1,3459.305,?,?,?,14.12113,-2784.218,?,?,?,?,?,?,0.2047574,17.52817,298407.7,?,?,89087,?,21132,21131,0.9666667,298407.7,1,?,?,17.15871,21132,?,?,2,?,1070.495,230.0603,67955,10917,153152.1,1,1.537092e+13,60,?,968465000.0,?,76576.07,?,76576.07,155630.0,153152.1,?,153152.1,21132,?,36564232,bad
?,?,7,?,6892,1,51,?,7,0.03250064,?,?,306.7337,10023.11,93829,-1e-08,?,13205,369568.3,306.7346,?,80623,?,122.0514,-1857.0,?,?,367670.4,378.148,558499.5,?,0.03936588,9.367503,1611811.0,?,?,93829,?,13206,13205,0.9655172,1611811.0,1,?,?,9.80618,13206,?,?,2,0.1407454,4858.476,534.7821,80623,6352,365772.6,1,391321400.0,58,?,405261900.0,1897.867,182886.3,?,182886.3,558499.6,365772.6,534.7821,365772.6,13206,3.119215e+11,89565283,good
?,?,4,?,8083,1,140,?,4,0.4930235,?,?,120.5636,11243.25,72655,-1e-08,?,14868,2096.167,120.566,?,57742,?,0.479883,-2207.757,?,?,1103.879,319.5914,1229.183,?,0.4012727,8.0,7156.495,?,?,72655,?,14913,14868,0.9777778,7156.495,1,?,?,10.04766,14913,?,?,2,0.2052577,9.707441,451.9705,57742,7038,1007.854,1,418732.3,90,?,509968400.0,1103.879,503.9281,?,503.9257,1270.051,2207.757,451.9705,1007.854,14913,1408752.0,89565283,good
?,?,4,?,8083,1,140,?,4,0.4930235,?,?,120.5636,11243.25,72655,-1e-08,?,14868,2096.167,120.566,?,57742,?,0.479883,-2207.757,?,?,1103.879,319.5914,1229.183,?,0.4012727,8.0,7156.495,?,?,72655,?,14913,14868,0.9777778,7156.495,1,?,?,10.04766,14913,?,?,2,0.2052577,9.707441,451.9705,57742,7038,1007.854,1,418732.3,90,?,509968400.0,1103.879,503.9281,?,503.9257,1270.051,2207.757,451.9705,1007.854,14913,1408752.0,49598909,bad
?,?,7,?,8702,1,630,?,7,0.00241588,?,?,459.4059,10958.44,113372,-1e-08,?,14870,375384.1,459.4062,?,98029,?,25.26885,-3071.0,?,?,375383.6,274.1238,375413.4,?,0.0023374,8.0,387699.9,?,?,113372,?,15343,14870,0.9736842,387699.9,1,?,?,9.681241,15343,?,?,2,0.1353332,3030.676,387.6696,98029,7668,375383.1,1,1130046000.0,76,?,485763000.0,1693.409,187691.5,?,187691.5,375413.5,375383.1,387.6696,375383.1,15343,1.409352e+11,89565283,good
?,?,7,?,8702,1,630,?,7,0.00241588,?,?,459.4059,10958.44,113372,-1e-08,?,14870,375384.1,459.4062,?,98029,?,25.26885,-3071.0,?,?,375383.6,274.1238,375413.4,?,0.0023374,8.0,387699.9,?,?,113372,?,15343,14870,0.9736842,387699.9,1,?,?,9.681241,15343,?,?,2,0.1353332,3030.676,387.6696,98029,7668,375383.1,1,1130046000.0,76,?,485763000.0,1693.409,187691.5,?,187691.5,375413.5,375383.1,387.6696,375383.1,15343,1.409352e+11,49598909,good
?,?,5,?,5449,1,836,?,5,0.004084553,?,?,6986.319,7028.901,55757,-1e-08,?,9627,47878.38,6986.327,?,45988,?,29.94996,-1770.775,?,?,47830.12,335.108,84643.52,?,0.170447,17.95576,292581.1,?,?,55757,?,9769,9627,0.9803922,292581.1,1,?,?,16.55665,9769,?,?,2,0.1752067,855.8536,473.9143,45988,4993,47781.87,1,6394431.0,102,?,199868000.0,885.3874,23890.93,?,23890.93,84644.18,47781.86,473.9143,47781.86,9769,7164413000.0,89565283,good
?,?,5,?,5449,1,836,?,5,0.004084553,?,?,6986.319,7028.901,55757,-1e-08,?,9627,47878.38,6986.327,?,45988,?,29.94996,-1770.775,?,?,47830.12,335.108,84643.52,?,0.170447,17.95576,292581.1,?,?,55757,?,9769,9627,0.9803922,292581.1,1,?,?,16.55665,9769,?,?,2,0.1752067,855.8536,473.9143,45988,4993,47781.87,1,6394431.0,102,?,199868000.0,885.3874,23890.93,?,23890.93,84644.18,47781.86,473.9143,47781.86,9769,7164413000.0,49598909,bad
?,?,5,?,5930,1,772,?,5,77.33644,?,?,4288.934,7733.021,60378,-1e-08,?,10454,42005.41,4622.903,?,?,?,15.93904,-3449.0,?,?,?,?,?,?,2417.378,23.91838,166897.7,?,?,60378,?,10471,10454,1.0,166897.7,1,?,?,20.9297,10471,?,?,2,?,542.3754,617.7261,49907,5359,40484.73,1,121.2217,91,?,241749100.0,?,20075.13,?,20409.1,55527.54,40484.24,?,40484.24,10471,?,89565283,good
?,?,5,?,5930,1,772,?,5,77.33644,?,?,4288.934,7733.021,60378,-1e-08,?,10454,42005.41,4622.903,?,?,?,15.93904,-3449.0,?,?,?,?,?,?,2417.378,23.91838,166897.7,?,?,60378,?,10471,10454,1.0,166897.7,1,?,?,20.9297,10471,?,?,2,?,542.3754,617.7261,49907,5359,40484.73,1,121.2217,91,?,241749100.0,?,20075.13,?,20409.1,55527.54,40484.24,?,40484.24,10471,?,49598909,bad
?,4499,4,?,?,3396,1274,?,4,1.000392,?,9964,23.18103,1536.241,21208,0.002354648,?,1278,696.0369,1.000005,4499,?,?,0.7194708,-6.0,?,?,?,?,?,?,1.0,15.0,3244.813,?,?,21208,?,4509,1278,0.5955056,3244.813,2,?,1,15.0,4510,?,?,20,?,0.4460966,56.83309,6734,4356,26.38701,?,8579.879,89,?,2712893.0,?,2.69573,?,0.5102493,80.58666,8.323142,?,3.205979,4510,?,89565283,bad
?,4499,4,?,?,3396,1274,?,4,1.000392,?,9964,23.18103,1536.241,21208,0.002354648,?,1278,696.0369,1.000005,4499,?,?,0.7194708,-6.0,?,?,?,?,?,?,1.0,15.0,3244.813,?,?,21208,?,4509,1278,0.5955056,3244.813,2,?,1,15.0,4510,?,?,20,?,0.4460966,56.83309,6734,4356,26.38701,?,8579.879,89,?,2712893.0,?,2.69573,?,0.5102493,80.58666,8.323142,?,3.205979,4510,?,36564232,bad
?,2835,4,?,?,1,10,?,4,-554.4083,?,4639,741305.2,1306.277,13799,-554.4083,?,2481,741960.4,251972.3,2835,?,?,0.0008062394,-742704.7,?,?,?,?,?,?,187.8999,13.72844,2.286495,?,?,13799,?,1485,2481,0.4708333,-2.286495,2,?,-1,10.59945,2836,?,?,6,?,0.04289825,5398684.0,6324,4481,741960.7,?,1.506988,240,?,3713372.0,?,620.9161,622.8206,5.910268,5398692.0,742704.7,?,626.7285,2836,?,89565283,good
