matrix,row-variability:variance,diagonal-average:variance,upband:iprs,nnzlow:iprs,lambda-min-by-magnitude-re:lapack,avgdistfromdiag:iprs,avgnnzprow:iprs,lambda-max-by-im-part-im:spectrum,normF:simple,lambda-max-by-real-part-im:spectrum,sigma-min:spectrum,ellipse-cx:spectrum,lee96-lbound:normal,n-struct-unsymm:structure,lee96-ubound:normal,lambda-max-by-im-part-re:spectrum,ruhe75-bound:normal,departure:lapack,ellipse-cy:spectrum,relsymm:iprs,lambda-max-by-magnitude-im:spectrum,n-colours:jpl,commutator-normF:normal,col-variability:variance,symmetry-anorm:simple,diag-zerostart:structure,symmetry:structure,lambda-max-by-im-part-re:lapack,positive-fraction:spectrum,nnz:iprs,diagonal-dominance:simple,lambda-max-by-real-part-re:lapack,dummy-rows-kind:structure,max-nnzeros-per-row:structure,ellipse-ax:spectrum,lambda-min-by-magnitude-re:spectrum,symmetry-fanorm:simple,nnzeros:structure,loband:iprs,diagonal-sign:variance,min-nnzeros-per-row:structure,lambda-max-by-real-part-re:spectrum,trace-asquared:normal,nnzup:iprs,n-dummy-rows:structure,nrows:structure,symmetry-fsnorm:simple,diag-definite:structure,avg-diag-dist:iprs,lambda-max-by-im-part-im:lapack,diagonal-variance:variance,symmetry-snorm:simple,n-ritz-values:spectrum,lambda-max-by-magnitude-re:spectrum,lee95-bound:normal,normInf:simple,lambda-max-by-magnitude-re:lapack,sigma-max:spectrum,n-nonzero-diags:iprs,trace-abs:simple,norm1:simple,lambda-min-by-magnitude-im:lapack,left-bandwidth:structure,blocksize:structure,ellipse-ay:spectrum,lambda-max-by-magnitude-im:lapack,sigma-diag-dist:iprs,kappa:spectrum,lambda-max-by-real-part-im:lapack,trace:simple,nnzdia:iprs,lambda-min-by-magnitude-im:spectrum,right-bandwidth:structure
t2d_q4_A_15, 1.012551, 16.83003, 100, 38612, 4.850837, 8, 8, nan, 2708.055, nan, 215.1882, 127.1046, nan, nan, nan, nan, 215.1807, 37.20261, nan, nan, nan, 8, nan, 0.9638526, nan, 9801, nan, 253.1138, 1.0, 87025, -0.7180107, 254.2017, nan, 9, 127.0971, 0.007505802, nan, 87025, 100, 2, 4, 254.2017, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 19.62649, nan, 19, 254.2017, nan, 388.7847, 254.2017, 254.2823, 9, 164951.1, 388.2367, nan, 100, 99, nan, nan, 10920.05, 33867.36, nan, 164951.1, 9801, nan, 100
t2d_q4_A_14, 1.140008, 18.7483, 100, 38612, 4.816579, 8, 8, nan, 3647.064, nan, 417.1517, 245.0377, nan, nan, nan, nan, 417.1442, 83.41673, nan, nan, nan, 8, nan, 1.032237, nan, 9801, nan, 489.6732, 1.0, 87025, -1.923689, 490.068, nan, 9, 245.0302, 0.007499688, nan, 87025, 100, 2, 4, 490.068, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 29.40092, nan, 26, 490.068, nan, 762.1984, 490.068, 490.338, 9, 183752.1, 760.8224, nan, 100, 99, nan, nan, 10920.05, 65345.11, nan, 183752.1, 9801, nan, 100
t2d_q4_A_16, 0.9604615, 16.44538, 100, 38612, 4.818934, 8, 8, nan, 2524.975, nan, 158.044, 90.47641, nan, nan, nan, nan, 158.0365, 24.08351, nan, nan, nan, 8, nan, 0.9234984, nan, 9801, nan, 180.4886, 1.0, 87025, -0.2409192, 180.9453, nan, 9, 90.46891, 0.007506131, nan, 87025, 100, 2, 4, 180.9453, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 17.60646, nan, 20, 180.9453, nan, 273.3755, 180.9453, 180.9742, 9, 161181.1, 273.16, nan, 100, 99, nan, nan, 10920.05, 24106.34, nan, 161181.1, 9801, nan, 100
extr1b_A_24, 13.1715, 1.702819, 2835, 6758, 9.423389e-08, 5, 5, 0.2489047, 6528.587, nan, 258.7957, -2414.472, nan, nan, nan, 0.07056034, 258.5763, 4393.327, nan, nan, nan, 6, nan, 14.34569, nan, 1485, nan, 0.1912441, 0.525, 14237, -4833.052, 0.2441935, nan, 11, 2414.721, -0.1604157, nan, 14237, 2481, nan, 2, -4829.193, nan, 4643, nan, 2836, nan, nan, 1306.082, nan, 90.66609, nan, 240, -4829.193, nan, 4833.052, -4829.193, 4829.229, 4490, 4829.194, 4849.372, nan, 2481, 4, 0.2489047, nan, 3720362.0, 22008.98, nan, -4829.193, 2836, 0.149705, 2835
c-39, 9.028773, 41.9065, nan, 63770, -1e-08, 7, 7, nan, 256225.3, nan, 5095.306, 126529.6, nan, nan, nan, nan, 4603.263, 136.0269, nan, nan, nan, 2, nan, 8.0, nan, 9271, nan, 0.0754707, 1.0, 73041, -1239.857, 252567.1, 1, 668, 126037.5, 492.0427, nan, 73041, 9188, nan, 1, 252567.1, nan, nan, 5237, 9271, nan, nan, 6771.777, nan, 2660.754, nan, 86, 252567.1, nan, 252567.1, 0.03790773, 252567.1, 4775, 388515.1, 252568.1, nan, 9188, 1, nan, nan, 185421300.0, 513.3033, nan, 388515.1, 9271, nan, nan
c-38, 9.655902, 2.144334, nan, 34781, -1e-08, 5, 5, nan, 1584.507, nan, 214.2036, 304.1734, nan, nan, nan, nan, 214.2036, 801.9926, nan, nan, nan, 2, nan, 8.0, nan, 8127, nan, 0.1672585, 0.9692308, 42908, -1681.0, 608.3468, 1, 818, 304.1734, -9.997864e-09, nan, 42908, 8031, nan, 1, 608.3468, nan, nan, 4820, 8127, nan, nan, 5837.478, nan, 15.00626, nan, 65, 608.3468, nan, 1681.0, 0.1779686, 608.3476, 4268, 17427.01, 888.1629, nan, 8031, 1, nan, nan, 137932600.0, 60847670000.0, nan, 17427.01, 8127, nan, nan
oscil_dcop_57, 36.09691, 30361.99, 202, 597, -5.15763e-13, 3, 3, 5.770844, 4138865.0, nan, 23638.89, 1000471.0, nan, nan, nan, -4.752877, 23638.81, 36698.58, nan, nan, nan, 4, nan, 36.09691, nan, 430, nan, 1.0, 0.9393939, 1608, -30291.55, 2001004.0, nan, 13, 1000533.0, 0.08394459, nan, 1608, 329, 1, 1, 2001004.0, nan, 581, 4, 430, nan, nan, 102.0418, nan, 138532.3, nan, 66, 2001004.0, nan, 2004013.0, 1000.0, 2001004.0, 311, 13055660.0, 2004013.0, nan, 329, 21, 5.770844, nan, 25586.49, 23837200.0, nan, 13055660.0, 430, nan, 202
c-30, 10.26951, 1764.363, nan, 30186, -1e-08, 6, 6, nan, 6621336.0, nan, 183.6062, 2340995.0, nan, nan, nan, nan, 183.6062, 451.3012, nan, nan, nan, 2, nan, 8.0, nan, 5321, nan, 3.28599, 0.9659091, 35507, -810.0, 4681991.0, 1, 23, 2340995.0, -9.936744e-09, nan, 35507, 5320, nan, 1, 4681991.0, nan, nan, 2823, 5321, nan, nan, 4016.853, nan, 90754.24, nan, 88, 4681991.0, nan, 4681991.0, 3.187027, 4681991.0, 2603, 9388176.0, 4681992.0, nan, 5320, 1, nan, nan, 65113460.0, 4.711796e+14, nan, 9388176.0, 5321, nan, nan
c-33, 17.5344, 52.56722, nan, 24903, -1e-08, 4, 4, 2.20554510983e-317, 208415.1, nan, 2801.65, 102447.0, nan, nan, nan, nan, 2448.493, 359.851, nan, nan, nan, 2, nan, 16.33092, nan, 6317, nan, 5.666203, 1.0, 31220, -1501.0, 204540.8, 1, 98, 102093.8, 353.1573, nan, 31220, 6300, nan, 1, 204540.8, nan, nan, 3526, 6317, nan, nan, 4682.132, nan, 2621.717, nan, 85, 204540.8, nan, 204540.8, 1591.888, 204540.8, 3070, 332067.2, 205057.0, nan, 6300, 1, nan, nan, 88582180.0, 579.1777, nan, 332067.2, 6317, nan, nan
c-32, 10.35017, 93.28818, nan, 24248, -1e-08, 5, 5, 0.004178305, 57189.08, nan, 102.4405, 3501.717, nan, nan, nan, 0.001712139, 102.4405, 739.0082, nan, nan, nan, 2, nan, 8.0, nan, 5975, nan, 0.05427958, 0.9607843, 30223, -1793.0, 7003.436, 1, 16, 3501.719, -4.905693e-09, nan, 30223, 5974, nan, 1, 7003.436, nan, nan, 3251, 5975, nan, nan, 4496.157, nan, 733.8835, nan, 51, 7003.436, nan, 7003.436, 59.54572, 7003.436, 2923, 557396.9, 7004.436, nan, 5974, 1, 0.004178305, nan, 81628440.0, 1.427614e+12, nan, 557396.9, 5975, nan, nan
c-35, 9.653214, 123.9048, nan, 28177, -1e-08, 5, 5, nan, 35504.31, nan, 3129.443, 10814.62, nan, nan, nan, nan, 143.7012, 542.8099, nan, nan, nan, 2, nan, 8.0, nan, 6537, nan, 650.7347, 1.0, 34714, -1583.0, 18643.5, 1, 964, 7828.879, 2985.742, nan, 34714, 6389, nan, 1, 18643.5, nan, nan, 4114, 6537, nan, nan, 4550.602, nan, 421.2321, nan, 38, 18643.5, nan, 18643.5, 0.005318667, 18643.5, 3393, 809965.6, 18710.87, nan, 6389, 1, nan, nan, 83990000.0, 6.244176, nan, 809965.6, 6537, nan, nan
lhr11, 205.3392, 0.00351837, 10716, 209715, 1.554864, 22, 22, 2.01111, 203.7948, nan, 15.42712, -0.07746846, nan, 231726, nan, -0.06450921, 17.74289, 187.349, nan, 0.05265611, 1.513838, 27, nan, 205.3392, 31.53467, 10962, nan, 1.554864, 0.56, 244606, -32.32021, 2.000101, 1, 64, 2.077772, -1.405134, 144.0196, 244606, 10419, nan, 1, -2.155241, 49.00954, 23927, 30, 10964, 144.1897, nan, 2718.835, nan, 0.058108, 31.53467, 25, 1.554511, 203.6745, 32.32021, 1.554864, 19.91273, 8201, 38.5754, 34.01084, nan, 10419, 33, 2.01111, nan, 16826870.0, 1.232031, nan, -30.2523, 10964, 1.061786, 10716
c-37, 9.225167, 40.8881, nan, 33236, -1e-08, 5, 5, nan, 76694.76, nan, 7052.937, 24090.46, nan, nan, nan, nan, 2961.589, 159.3763, nan, nan, nan, 2, nan, 8.0, nan, 8204, nan, 0.2947252, 1.0, 41440, -1242.486, 44089.57, 1, 652, 19999.11, 4091.349, nan, 41440, 8203, nan, 1, 44089.57, nan, nan, 4750, 8204, nan, nan, 6003.076, nan, 845.7558, nan, 67, 44089.57, nan, 44089.57, 0.4710119, 44089.57, 4302, 335446.0, 44090.57, nan, 8203, 1, nan, nan, 145795700.0, 10.77629, nan, 335446.0, 8204, nan, nan
c-36, 9.681241, 11.13829, nan, 29231, -1e-08, 4, 4, 7.843165e-13, 16678.7, nan, 453.3885, 4370.559, nan, nan, nan, 2539.701, 453.3885, 285.2676, nan, nan, nan, 2, nan, 8.0, nan, 7479, nan, 0.06456508, 0.9726027, 36710, -1339.0, 8741.118, 1, 126, 4370.559, -9.80985e-09, nan, 36710, 7474, nan, 1, 8741.118, nan, nan, 4124, 7479, nan, nan, 5621.066, nan, 192.509, nan, 73, 8741.118, nan, 8741.118, 0.06119625, 8741.118, 3601, 83303.31, 8742.118, nan, 7474, 1, 7.843165e-13, nan, 127540900.0, 8.910552e+11, nan, 83303.31, 7479, nan, nan
t2dal_a, 5.39564, 0.9569189, nan, 16604, -0.0003716481, 4, 4, 8.91759, 354.9648, 0.4321969, 73.67995, -42.54856, nan, nan, nan, -25.27673, 49.41483, 189.3548, nan, nan, 0.4321969, 5, nan, 5.39564, nan, 4257, nan, -0.0003716481, nan, 20861, -123.7731, -1.009498e-05, 1, 6, 19.8866, -22.66196, nan, 20861, 86, -2.0, 1, -62.43516, nan, nan, 2, 4257, nan, nan, 43.0, nan, 4.501106, nan, 45, -62.43516, nan, 123.7731, -0.5653426, 103.2956, 87, 4073.604, 124.7753, nan, 86, 1, 8.91759, nan, 8026.667, 2.573104, nan, -4073.604, 4257, 8.673615, nan
cz20468, 22.25833, 1639634.0, 514, 92813, 1.0, 10, 10, nan, 261283100.0, nan, 3209391.0, -3227296.0, 250469.9, 104780, 1.037404e+15, nan, 37101.3, 32024920.0, nan, 0.4915468, nan, 10, 5.764643e+13, 22.25839, 1231672.0, 20468, nan, 1.0, nan, 206076, -3619879.0, 1.0, nan, 27, nan, -3227296.0, 22775030.0, 206076, 514, nan, 1, -3227296.0, 6.723143e+16, 92795, 1, 20468, 260288600.0, nan, 192.2968, nan, 12321.11, 3941380.0, 4, -3227296.0, 32208750.0, 3619879.0, -3227847.0, 3264398.0, 694, 33560040000.0, 4605960.0, nan, 514, 150, nan, nan, 91730.54, 1.0, nan, -33560040000.0, 20468, nan, 514
oscil_dcop_53, 36.09691, 30361.99, 202, 597, 9.162648e-09, 3, 3, 2.840792, 4138865.0, nan, 23638.89, 1000471.0, nan, nan, nan, -3.011421, 23638.73, 36698.58, nan, nan, nan, 4, nan, 36.09691, nan, 430, nan, 1.0, 0.939759, 1608, -30291.55, 2001004.0, nan, 13, 1000533.0, 0.1566031, nan, 1608, 329, 1, 1, 2001004.0, nan, 581, 4, 430, nan, nan, 102.0418, nan, 138532.3, nan, 83, 2001004.0, nan, 2004013.0, 1000.0, 2001004.0, 311, 13055660.0, 2004013.0, nan, 329, 21, 2.840792, nan, 25586.49, 12777560.0, nan, 13055660.0, 430, nan, 202
hydr1c_A_13, 28.97118, 0.03471868, 4535, 9879, nan, 4, 4, 100000.0, 8689731.0, nan, 1009066.0, -33.38066, nan, 19435, nan, 7.105427e-15, 2915880.0, 8688578.0, nan, 0.2166149, 100000.0, 6, nan, 31.49234, 2284103.0, 2386, nan, nan, 0.5666667, 24809, -4568205.0, 490.0896, nan, 13, 577.5583, 544.1776, 6145382.0, 24809, 5307, 1, 2, -610.9389, -20000880000.0, 9622, nan, 5308, 6143754.0, nan, 2408.001, nan, 2.515537, 2284103.0, 240, 7.105427e-15, 8688580.0, 4568205.0, nan, 3015880.0, 7953, 184.2868, 2316742.0, nan, 5307, 2358, 100000.0, nan, 14946320.0, 183.7635, nan, 184.2868, 5308, nan, 4535
hydr1c_A_10, 26.28066, 0.0006298397, 5307, 13057, 5.531819e-07, 5, 5, 1628.705, 11129570.0, nan, 950616.1, -0.2180077, nan, 22936, nan, 139.1618, 2990138.0, 11129550.0, nan, 0.1907417, nan, 6, nan, 27.23757, 2265285.0, 2797, nan, 2032.574, 0.5, 28342, -4530569.0, 2032.574, nan, 15, 2032.121, -856.6588, 7869792.0, 28342, 4535, nan, 2, -2032.339, 9638097.0, 9977, nan, 5308, 7869792.0, nan, 2424.118, nan, 0.03496265, 2265285.0, 240, -2032.339, 11129570.0, 4530569.0, -2032.577, 2992170.0, 8286, 3.343189, 2298394.0, nan, 4535, 2780, 1628.705, nan, 12601660.0, 1.255724, nan, -1.343189, 5308, 1373.153, 5307
s1rmt3m1, 50.57422, 129178.9, nan, 107016, 36800.5, 20, 20, 194969.8, 16022920.0, nan, 659655.3, 285983.5, 41999.79, 107016, 4.832909e+13, 383211.9, 659623.1, 6951913.0, nan, 0.04878894, nan, 14, 1.079442e+12, 50.57422, 400189.0, 5489, nan, 36800.5, 1.0, 112505, -118671.3, 394289.3, 1, 24, 285951.3, 32.15366, 4915744.0, 112505, 191, 2, 1, 571934.8, 2.084048e+14, nan, 1, 5489, 15250220.0, 1, 125.9652, nan, 145878.5, 794478.4, 69, 571934.8, 6951913.0, 743995.7, 98572.33, 661842.9, 115, 709063000.0, 844961.1, nan, 191, 1, 194969.8, nan, 65952.65, 17787.55, nan, 709063000.0, 5489, nan, nan
jan99jac040, 14.01906, 2132.342, 13447, 50671, -5.018548e-06, 6, 6, 4.742747, 10871470.0, nan, 11660.0, 288895.5, nan, nan, nan, -3.190582, 743301.1, 10103760.0, nan, nan, nan, 11, nan, 14.01906, nan, 13694, nan, 1.0, 0.71875, 82842, -2919858.0, 697190.2, nan, 68, 408294.7, -1.161137, nan, 82842, 6771, nan, 2, 697190.2, nan, 18477, nan, 13694, nan, nan, 2275.247, nan, 34225.16, nan, 32, 697190.2, nan, 2919860.0, -1.068887, 1440491.0, 3247, 29200300.0, 1061178.0, nan, 6771, 57, 4.742747, nan, 12360330.0, 153275.8, nan, 20753950.0, 13694, 4.397898, 13447
viscoplastic2_C_5, 11.0, 0.005507938, 30586, 175775, 0.01042315, 11, 11, 0.4617688, 39017.72, 0.3049758, 680.2856, 0.03471767, nan, nan, nan, 0.01933875, 1652.6, 39009.94, nan, nan, 0.4617688, 7, nan, 11.0, nan, 32769, nan, 0.01042315, 1.0, 381326, -610.6973, 0.02880771, nan, 73, 0.03205079, 0.002666873, nan, 381326, 30585, 2, 5, 0.06676846, nan, 172782, nan, 32769, nan, 1, 16291.27, nan, 0.008576546, nan, 47, 0.01933875, nan, 610.7027, 0.01042315, 1653.063, 56354, 180.4896, 8141.743, nan, 30585, 1, 0.4617688, nan, 607139200.0, 173.3017, nan, 180.4896, 32769, nan, 30586
c-49, 17.15871, 14.12113, nan, 67955, -1e-08, 4, 4, nan, 155630.0, nan, 3459.305, 76576.07, nan, nan, nan, nan, 3459.305, 230.0603, nan, nan, nan, 2, nan, 17.52817, nan, 21132, nan, 0.2047574, 0.9666667, 89087, -2784.218, 153152.1, 1, 1532, 76576.07, -9.963761e-09, nan, 89087, 21131, nan, 1, 153152.1, nan, nan, 12176, 21132, nan, nan, 15468.15, nan, 1070.495, nan, 60, 153152.1, nan, 153152.1, 0.2770201, 153152.1, 10917, 298407.7, 153153.1, nan, 21131, 1, nan, nan, 968465000.0, 1.537092e+13, nan, 298407.7, 21132, nan, nan
c-45, 9.80618, 122.0514, nan, 80623, -1e-08, 7, 7, nan, 558499.6, nan, 183.876, 182886.3, nan, nan, nan, nan, 183.876, 534.7821, nan, nan, nan, 2, nan, 9.367503, nan, 13206, nan, 0.03936588, 0.98, 93829, -1857.0, 365772.6, 1, 51, 182886.3, -9.985636e-09, nan, 93829, 13205, nan, 1, 365772.6, nan, nan, 6892, 13206, nan, nan, 10023.11, nan, 4858.476, nan, 100, 365772.6, nan, 365772.6, 0.03250064, 365772.6, 6352, 1611811.0, 369568.3, nan, 13205, 1, nan, nan, 405261900.0, 3.662987e+13, nan, 1611811.0, 13206, nan, nan
LF10000_M, 15.88285, 4.714031e-05, nan, 39992, 5.237389e-16, 2, 2, nan, 0.01053938, nan, 4.717817e-05, 5.237821e-16, nan, nan, nan, nan, 0.000141306, 0.004710654, nan, nan, nan, 3, nan, 15.88285, nan, 19998, nan, 5.237389e-16, 1.0, 59990, -3.925216e-11, 9.429005e-05, 1, 3, 3.234905e-20, 5.238144e-16, nan, 59990, 3, 2, 1, 5.238144e-16, nan, nan, 1, 19998, nan, 1, 1.5, nan, 4.714503e-05, nan, 2, 5.238144e-16, nan, 0.0001414037, 1.047478e-15, 0.000141306, 4, 0.942712, 0.0001414037, nan, 3, 1, nan, nan, 10.25, 1.000124, nan, 0.942712, 19998, nan, nan
c-47, 9.681241, 25.26885, nan, 98029, -1e-08, 7, 7, 0.006785268, 375413.5, nan, 315.4932, 187691.5, nan, nan, nan, 0.01044125, 315.4922, 387.6696, nan, nan, nan, 2, nan, 8.0, nan, 15343, nan, 0.0023374, 0.9626168, 113372, -3071.0, 375383.1, 1, 630, 187691.5, -0.0003200756, nan, 113372, 14870, nan, 1, 375383.1, nan, nan, 8702, 15343, nan, nan, 10958.44, nan, 3030.676, nan, 107, 375383.1, nan, 375383.1, 0.00241588, 375383.1, 7668, 387699.9, 375384.1, nan, 14870, 1, 0.006785268, nan, 485763000.0, 382512300.0, nan, 387699.9, 15343, 0.0009276977, nan
circuit_1, 15.0, 0.0002426584, 2612, 16620, 8.979321e-05, 13, 13, 2.818451e-05, 8.558425, nan, 0.3165627, 0.04741898, nan, nan, nan, 1.000072, 2.064121, 3.898989, nan, nan, nan, 14, nan, 15.0, nan, 2623, nan, 1.094838, 0.5, 35857, -3.009145, 1.094838, nan, 2571, 1.047419, 1.618585e-05, nan, 35857, 2612, 1, 2, 1.094838, nan, 16613, nan, 2624, nan, nan, 1303.823, nan, 0.004098955, nan, 92, 1.094838, nan, 3.009145, 1.094838, 3.158959, 5215, 0.6367355, 5.214336, nan, 2612, 22, 2.818451e-05, nan, 3966683.0, 67641.69, nan, 0.6367355, 2624, nan, 2612
c-41, 16.55665, 29.94996, nan, 45988, -1e-08, 5, 5, nan, 84644.18, nan, 4263.535, 24125.08, nan, nan, nan, nan, 3795.235, 473.9143, nan, nan, nan, 2, nan, 17.95576, nan, 9769, nan, 0.170447, 1.0, 55757, -1770.775, 47781.86, 1, 836, 23656.78, 468.3004, nan, 55757, 9627, nan, 1, 47781.86, nan, nan, 5449, 9769, nan, nan, 7028.901, nan, 855.8536, nan, 105, 47781.86, nan, 47781.86, 0.004084553, 47781.87, 4993, 292581.1, 47878.38, nan, 9627, 1, nan, nan, 199868000.0, 102.0325, nan, 292581.1, 9769, nan, nan
circuit_3, 30.71487, 0.435655, 12077, 16179, 0.00104647, 3, 3, 0.01242141, 101.8635, nan, 3.490666, 1.937158, nan, nan, nan, 0.9985512, 52.46384, 67.67495, nan, nan, nan, 7, nan, 30.71487, nan, 12126, nan, 1.0, 0.9333333, 48347, -4.463909, 5.979464, nan, 2305, 4.042306, 0.9985512, nan, 48347, 12077, nan, 1, 5.979464, nan, 20041, 214, 12127, nan, nan, 5274.753, nan, 0.4729551, nan, 30, 5.979464, nan, 12.56603, -1.003687, 58.4433, 10038, 5283.189, 3392.568, nan, 12077, 10, 0.01242141, nan, 47787960.0, 5.987676, nan, 4921.189, 12127, 0.01242141, 12077
c-43, 22.81788, 26.29038, nan, 56275, -1e-08, 6, 6, nan, 100155.6, nan, 1609.398, 32759.89, nan, nan, nan, nan, 1379.17, 621.8285, nan, nan, nan, 2, nan, 23.36005, nan, 11125, nan, 0.7054611, 1.0, 67400, -1529.769, 65289.55, 1, 220, 32529.66, 230.2282, nan, 67400, 11100, nan, 1, 65289.55, nan, nan, 5931, 11125, nan, nan, 8280.763, nan, 949.1834, nan, 100, 65289.55, nan, 65289.55, 0.02207467, 65289.55, 5552, 292480.4, 65290.55, nan, 11100, 1, nan, nan, 276914400.0, 283.5863, nan, 292480.4, 11125, nan, nan
extr1b_A_04, 10.59945, 0.0008062394, 2835, 6324, -554.4083, 4, 4, 622.8206, 5398692.0, 118.8235, 251972.3, 5.910268, nan, nan, nan, -169.5897, 741305.2, 5398684.0, nan, nan, 524.8898, 6, nan, 13.72844, nan, 1485, nan, 187.8999, 0.4708333, 13799, -742704.7, 626.7285, nan, 10, 620.9161, -125.1432, nan, 13799, 2481, -1.0, 2, 626.8264, nan, 4639, nan, 2836, nan, nan, 1306.277, nan, 0.04289825, nan, 240, 392.6545, nan, 742704.7, -554.4083, 741960.7, 4481, 2.286495, 741960.4, nan, 2481, 1, 622.8206, nan, 3713372.0, 1.506988, nan, -2.286495, 2836, 416.5861, 2835
extr1b_A_05, 10.60099, 0.0008065207, 2835, 6324, -554.6625, 4, 4, 623.128, 5391178.0, 118.8678, 252785.9, 5.934335, nan, nan, nan, -169.5811, 741291.6, 5391170.0, nan, nan, 525.1753, 6, nan, 13.73, nan, 1485, nan, 187.9011, 0.4708333, 13799, -742691.4, 626.9968, nan, 10, 621.1654, -384.8752, nan, 13799, 2481, -1.0, 2, 627.0997, nan, 4639, nan, 2836, nan, nan, 1306.277, nan, 0.04291321, nan, 240, 392.8043, nan, 742691.4, -554.6625, 741947.4, 4481, 2.287293, 741947.1, nan, 2481, 1, 623.128, nan, 3713372.0, 1.558159, nan, -2.287293, 2836, 170.367, 2835
extr1b_A_06, 10.60104, 0.0008065602, 2835, 6325, -615.1492, 4, 4, 623.1922, 5388544.0, 118.8673, 252892.6, 5.942792, nan, nan, nan, -169.5813, 741289.7, 5388539.0, nan, nan, 525.2335, 6, nan, 13.73005, nan, 1485, nan, 187.8808, 0.4708333, 13800, -742689.5, 627.0533, nan, 10, 621.2145, -381.2284, nan, 13800, 2481, -1.0, 2, 627.1573, nan, 4639, nan, 2836, nan, nan, 1306.277, nan, 0.04291531, nan, 240, 392.8408, nan, 742689.5, -615.1492, 741945.5, 4481, 2.287405, 741945.3, nan, 2481, 1, 623.1922, nan, 3713372.0, 1.573727, nan, -2.287405, 2836, 168.4259, 2835
extr1b_A_07, 12.73824, 1.70287, 2835, 6759, 4.077506e-08, 5, 5, 0.1018792, 6227.454, nan, 109.5418, -2414.607, nan, nan, nan, 0.01492207, 109.4513, 3931.75, nan, nan, nan, 6, nan, 13.73004, nan, 1485, nan, 0.08943951, 0.525, 14238, -4830.905, 0.09655015, nan, 11, 2414.734, -0.01674136, nan, 14238, 2481, nan, 2, -4829.34, nan, 4643, nan, 2836, nan, nan, 1306.123, nan, 90.66885, nan, 240, -4829.34, nan, 4830.905, -4829.34, 4829.346, 4491, 4829.341, 4838.612, nan, 2481, 4, 0.1018792, nan, 3721367.0, 53365.65, nan, -4829.34, 2836, 0.08893326, 2835
extr1b_A_01, 10.67681, 0.0007096894, 2835, 6324, -550.8759, 4, 4, 625.2259, 5390660.0, 123.8442, 262322.2, 4.07912, nan, nan, nan, -52.75057, 740647.1, 5390652.0, nan, nan, 523.4841, 6, nan, 13.80673, nan, 1485, nan, 189.7094, 0.4833333, 13799, -742044.3, 626.1771, nan, 10, 622.2596, -423.364, nan, 13799, 2481, -1.0, 2, 626.3387, nan, 4639, nan, 2836, nan, nan, 1306.277, nan, 0.03776253, nan, 240, 389.8816, nan, 742044.3, -550.8759, 741299.9, 4481, 2.012679, 741299.6, nan, 2481, 1, 625.2259, nan, 3713372.0, 1.541746, nan, -2.012679, 2836, nan, 2835
extr1b_A_02, 10.65783, 0.000737505, 2835, 6324, 625.2741, 4, 4, 622.6878, 5451710.0, 122.4372, 258867.9, 4.467266, nan, 10925, nan, -53.59714, 740856.2, 5451706.0, nan, 0.208276, 522.8647, 6, nan, 13.78749, 609175.0, 1485, nan, 625.2741, 0.475, 13799, -742252.9, 625.2741, nan, 10, 620.835, 435.9781, 3854941.0, 13799, 2481, -1.0, 2, 625.3022, 2938.466, 4639, nan, 2836, 3854941.0, nan, 1306.618, nan, 0.03924217, 609175.0, 240, 390.1212, 5451710.0, 742252.9, 625.2741, 741508.6, 4482, 2.091564, 741508.3, nan, 2481, 1, 622.6878, nan, 3713880.0, 1.430522, nan, -2.091564, 2836, 133.754, 2835
extr1b_A_03, 10.65529, 0.0007402999, 2835, 6324, -551.0322, 4, 4, 622.9662, 5449613.0, 122.1825, 258583.6, 4.582607, nan, nan, nan, -53.51327, 740874.5, 5449604.0, nan, nan, 522.9984, 6, nan, 13.78493, nan, 1485, nan, 189.7916, 0.4791667, 13799, -742271.4, 625.3343, nan, 10, 620.8508, 228.1515, nan, 13799, 2481, -1.0, 2, 625.4334, nan, 4639, nan, 2836, nan, nan, 1306.277, nan, 0.03939083, nan, 240, 390.1657, nan, 742271.4, -551.0322, 741527.0, 4481, 2.099491, 741526.8, nan, 2481, 1, 622.9662, nan, 3713372.0, 1.735798, nan, -2.099491, 2836, 298.7534, 2835
extr1b_A_08, 9.192277, 0.008882524, 2486, 4302, 0.0004880488, 4, 4, 473.5546, 448311.5, nan, 11524.43, 47.54759, nan, nan, nan, 153.8672, 61565.83, 448258.5, nan, nan, 292.6729, 6, nan, 13.73004, nan, 1299, nan, 497.9248, 0.4875, 11887, -91954.07, 497.9248, nan, 11, 450.3772, 63.16998, nan, 11887, 2835, -1.0, 2, 497.9248, nan, 4749, nan, 2836, nan, nan, 1295.338, nan, 0.4545542, nan, 240, -402.8296, nan, 91954.07, 497.9248, 62063.76, 4290, 25.19084, 62073.03, nan, 2835, 1295, 473.5546, nan, 4219733.0, 7.882301, nan, -25.19084, 2836, nan, 2486
