Name,Row Variance,Col Variance,Diag Variance,Nonzeroes,Dimension,Frobenius Norm,Frobenius norm of symmetric portion,Frobenius norm of anti-symmetric portion,1 Norm,Inf Norm,Inf Norm of Symmetric Portion,Inf norm of anti-symmetric portion,Max nonzeroes per row,Trace,Abs Trace,Min nonzeroes per row,Avg nonzeroes per row,Dummy rows,Dummy rows kind,Numerical Symmetry,Structural Symmetry,Numeric value symmetry,Nonzero pattern symmetry,row diagonal dominance,col diagonal dominance,diagonal average,diagonal sign,diagonal nonzero count,lower bandwidth,upper bandwidth
Trefethen_200b.mtx,7441.47,7441.47,131708,2873,199,9422.4,9422.4,0,1231,1231,1231,0,16,111585,111585,0,14,0,0,1,1,1,1,0,0,560.729,2,199,128,128
bwm200.mtx,2856.94,2857.01,887215,796,200,8460.08,8459.81,66.8216,1241.29,1239.84,1236.57,4.725,4,-92976.9,92976.9,0,3,0,0,0,1,0.99746,1,0,0,464.885,-2,200,100,100
rdb200.mtx,2.34287,2.27876,584.581,1120,200,224.455,214.278,66.8216,38.976,40.426,35.701,4.725,6,-2278.2,2278.2,0,5,0,0,0,1,0.911085,1,0,0,11.391,-2,200,20,20
rdb200l.mtx,0.472697,0.408582,88.9356,1120,200,108.723,85.765,66.8216,15.744,17.194,12.469,4.725,6,-535.8,1038.6,0,5,0,0,0,1,0.811477,1,0,0,5.193,3,200,20,20
Trefethen_200.mtx,7404.62,7404.62,132603,2890,200,9422.4,9422.4,0,1231,1231,1231,0,16,111587,111587,0,14,0,0,1,1,1,1,0,0,557.935,2,200,128,128
impcol_a.mtx,3532.89,2212.56,1617.29,572,207,2353.59,1714.07,1612.86,681.731,1984.9,1013.23,1013.23,8,580.415,585.593,0,2,2,0,0,0,0.520826,0.0384615,0,0,2.82895,3,8,167,19
dwt_209.mtx,1103.63,1103.63,0,1311,209,4929.84,4929.84,0,1499,1499,1499,0,13,43472,43472,0,6,0,0,1,1,1,1,0,0,208,2,209,184,184
gre_216a.mtx,0.00311636,0.00285085,0.0356867,812,216,7.81025,6.35413,4.54148,1,1.25,1.125,1,4,51,51,0,3,0,0,0,0,0.618056,0.246575,0,0,0.236111,1,152,14,36
gre_216b.mtx,0.0087404,0.0044982,0.130532,812,216,14.2868,10.9202,9.21199,1.00003,1.97093,1.48548,1.00003,4,36.5835,36.5835,0,3,0,0,0,0,0.584682,0.246575,0,0,0.169368,1,152,14,36
dwt_221.mtx,1189.93,1189.93,0,1229,221,5069.79,5069.79,0,1311,1311,1311,0,9,48620,48620,0,5,0,0,1,1,1,1,0,0,220,2,221,187,187
grid1_dual.mtx,964.343,964.343,0,788,224,4636.41,4636.41,0,1072,1072,1072,0,6,0,0,0,3,0,0,1,1,1,1,0,0,0,0,0,168,168
pde225.mtx,0.207226,0.208588,0.0960296,1065,225,76.1317,71.0653,27.3086,13.9369,13.886,10.4669,4.53125,5,948.788,948.788,0,4,0,0,0,1,0.872271,1,0,0,4.21684,2,225,15,15
impcol_e.mtx,110132,110128,0.244678,1303,225,15815.6,11183.1,11183.6,5000,5001.5,2557.5,2557.5,12,-16.9565,41.6215,0,5,0,0,0,0,0.500494,0.142202,0,0,0.184985,3,56,92,35
can_229.mtx,1708.49,1708.49,0,1379,229,5496.86,5496.86,0,1952,1952,1952,0,9,52212,52212,0,6,0,0,1,1,1,1,0,0,228,2,229,172,172
dwt_234.mtx,1008.95,1008.95,4611.4,738,234,5000.02,5000.02,0,1183,1183,1183,0,8,9362,9362,0,3,0,0,1,1,1,1,0,0,40.0085,1,80,48,48
nos1.mtx,9.57E+15,9.57E+15,3.34E+17,1017,237,1.34E+10,1.34E+10,0,2.53E+09,2.53E+09,2.53E+09,0,5,9.76E+10,9.76E+10,0,4,0,0,1,1,1,1,0,0,4.12E+08,2,237,4,4
saylr1.mtx,5.91E+14,5.91E+14,2.59E+15,1128,238,8.86E+08,8.86E+08,15476.2,6.12E+08,6.12E+08,6.12E+08,7000.16,5,-2.84E+09,2.84E+09,0,4,0,0,0,1,0.999993,1,0,0,1.19E+07,-2,238,14,14
steam1.mtx,1.95E+12,1.95E+12,5.06E+13,2248,240,8.41E+07,8.41E+07,75156.6,2.17E+07,2.17E+07,2.17E+07,12258.7,16,-6.37E+08,6.37E+08,0,9,0,0,0,1,0.99935,1,0,0,2.65E+06,-2,240,144,146
dwt_245.mtx,1497.41,1497.41,0,1143,245,5515.92,5515.92,0,1939,1939,1939,0,11,59780,59780,0,4,0,0,1,1,1,1,0,0,244,2,245,109,109
grid1.mtx,942.372,942.372,0,908,252,5646.33,5646.33,0,1097,1097,1097,0,5,0,0,0,3,0,0,1,1,1,1,0,0,0,0,0,176,176
can_256.mtx,3600.06,3600.06,6966.77,2439,256,8526.22,8526.22,0,7251,7251,7251,0,61,13956,13956,0,9,0,0,1,1,1,1,0,0,54.5156,1,99,250,250
sphere3.mtx,1764.49,1764.49,5540.54,1609,258,7626.35,7626.35,0,1968,1968,1968,0,8,11050,11050,0,6,0,0,1,1,1,1,0,0,42.8295,1,85,47,47
nnc261.mtx,1520.96,2951.76,3.84E-08,1500,261,3964.38,3619.66,1616.9,3562.15,1789.08,2673.61,888.538,16,0.0292705,0.0292705,0,5,0,0,0,0,0.833755,0.841333,0,0,0.000112148,1,150,64,64
Chebyshev1.mtx,1.57E+06,1.52E+06,3059.03,2319,261,28967,20495.7,20469.8,20004,24375,12541.7,11833.3,261,1624.79,1626.79,0,8,0,0,0,0,0.522291,0.557568,0,0,6.23291,3,261,4,260
lshp_265.mtx,1641.51,1641.51,0,1363,265,6647.12,6647.12,0,1792,1792,1792,0,7,69960,69960,0,5,0,0,1,1,1,1,0,0,264,2,265,256,256
can_268.mtx,4165.14,4165.14,0,2244,268,7714.65,7714.65,0,5139,5139,5139,0,26,71556,71556,0,8,0,0,1,1,1,1,0,0,267,2,268,263,263
bcspwr04.mtx,2331.37,2331.37,0,1322,274,6799.08,6799.08,0,3066,3066,3066,0,15,74802,74802,0,4,6,1,1,1,1,1,0,0,273,2,274,262,262
mesh3e1.mtx,0.0984366,0.0984366,0.746399,1377,289,84.6936,84.6936,0,9,9,9,0,5,1313,1313,0,4,0,0,1,1,1,1,2,2,4.54325,2,289,281,281
mesh3em5.mtx,0.037473,0.037473,0.1866,1377,289,52.6308,52.6308,0,5,5,5,0,5,801.001,801.001,0,4,0,0,1,1,1,1,2,2,2.77163,2,289,281,281
ash292.mtx,2026.31,2026.31,5752.76,1893,292,9240.26,9240.26,0,2318,2318,2318,0,11,11421,11421,0,6,0,0,1,1,1,1,0,0,39.113,1,85,24,24
can_292.mtx,2286.92,2286.92,7502.29,1982,292,9295.31,9295.31,0,3677,3677,3677,0,26,14055,14055,0,6,0,0,1,1,1,1,0,0,48.1336,1,88,282,282
celegansneural.mtx,16.725,59.3392,0,2345,297,321.983,233.625,221.568,1700,197,850,850,39,0,0,0,7,0,1,0,0,0.538553,0.168017,0,0,0,0,0,255,227
08blocks.mtx,408.45,33.1111,224.596,592,300,1083.86,788.951,743.18,101,2065,1080.5,984.5,38,744,744,0,1,0,0,0,0,0.522738,0.0405405,0,0,2.48,1,8,37,1
utm300.mtx,0.0126083,0.00333333,1.63489,3155,300,17.3205,15.3278,8.06593,2.92819,5.59186,3.6334,2.38708,33,-186.964,186.984,0,10,14,1,0,0,0.751317,0.516006,0,0,0.623281,3,300,74,66
Trefethen_300.mtx,13073.5,13073.5,342811,4678,300,18648.4,18648.4,0,1996,1996,1996,0,17,271061,271061,0,15,0,0,1,1,1,1,0,0,903.537,2,300,256,256
rajat05.mtx,0.0403119,0.0403119,1.3616,1250,301,23.9939,22.9283,7.0713,7.20904,7.20904,7.20904,1,26,33.4533,176.074,0,4,0,0,0,0,0.881341,0.819364,0,0,0.584965,3,298,298,298
mesh2e1.mtx,289.668,289.668,1274.13,2018,306,1015.35,1015.35,0,491.701,491.701,491.701,0,10,8283.79,8283.79,0,6,0,0,1,1,1,1,2,2,27.0712,2,306,285,285
mesh2em5.mtx,113.834,113.834,343.607,2018,306,476.874,476.874,0,292.649,292.649,292.649,0,10,2840.25,2840.25,0,6,0,0,1,1,1,1,2,2,9.28187,2,306,285,285
dwt_307.mtx,2282.65,2282.65,7352.26,2321,307,10605,10605,0,2583,2583,2583,0,10,14584,14584,0,7,0,0,1,1,1,1,0,0,47.5049,1,97,63,63
cz308.mtx,714.286,780.716,637038,3182,308,7816.94,7783.18,725.693,1181.68,867.486,990.838,328.582,27,-122863,122865,0,10,1,0,0,0,0.958293,0.489001,0,0,398.913,3,308,76,77
dwt_310.mtx,2528.56,2528.56,8139.41,2300,310,10681.8,10681.8,0,2735,2735,2735,0,9,15550,15550,0,7,0,0,1,1,1,1,0,0,50.1613,1,94,28,28
GD01_a.mtx,0.0494091,0.0563167,0,645,311,25.5539,18.2071,17.9304,20,13,10.5,9.5,13,0,0,0,2,0,1,0,0,0.507728,0.0155039,0,0,0,0,0,296,154
GD01_A.mtx,0.0494091,0.0563167,0,645,311,25.5539,18.2071,17.9304,20,13,10.5,9.5,13,0,0,0,2,0,1,0,0,0.507728,0.0155039,0,0,0,0,0,296,154
cavity02.mtx,1.62927,0.900509,10.7286,5923,317,118.115,95.4709,69.5438,37.5181,46.2748,25.8595,26.5148,62,1096.47,1096.47,0,18,81,0,0,0,0.730386,0.810291,0,0,3.45889,1,243,102,102
cavity04.mtx,10.1832,9.77556,23.8735,5923,317,351.331,139.58,322.415,116.669,125.161,55.1284,102.845,62,1096.47,1179.72,0,18,81,0,0,0,0.573029,0.810291,0,0,3.72151,3,243,102,102
cavity01.mtx,0.278163,0.278163,9.94171,7280,317,93.1802,92.516,11.1057,19.0222,19.0222,18.8444,3.24444,62,1096.47,1096.47,0,22,0,0,0,0,0.932118,0.810291,0,0,3.45889,1,243,102,102
cavity03.mtx,4.8609,3.79994,14.3574,7311,317,210.677,112.34,178.225,87.2547,80.74,51.7985,68.4858,62,1096.47,1105.97,0,23,0,0,0,0,0.605076,0.810291,0,0,3.48886,3,243,102,102
qc324.mtx,0.000468439,0.000468439,0.000469889,1,324,0.390788,0.390788,0,0.390788,0.390788,0.390788,0,1,0.390788,0.390788,0,0,1,1,1,1,1,1,1,1,0.00120614,1,1,0,0
USAir97.mtx,0.00452014,0.00452014,0,4252,332,6.22662,6.22662,0,11.3341,11.3341,11.3341,0,139,0,0,0,12,0,0,1,1,1,1,0,0,0,0,0,305,305
tols340.mtx,1.20E+08,1.20E+08,5669.02,2196,340,796591,563271,563279,202500,202765,101516,101252,90,-10266.7,10266.7,0,6,0,0,0,0,0.500998,0.374317,0,0,30.1962,-1,272,204,221
cage7.mtx,0.0022817,0.00224306,0.018504,3084,340,12.141,12.0937,1.07074,1,1.50712,1.25356,0.322615,16,213,213,0,9,0,0,0,1,0.936538,1,0,0,0.626471,2,340,147,147
gre_343.mtx,0.00197793,0.00180521,0.0334236,1310,343,9.69536,7.73789,5.84166,1,1.25,1.125,1,4,70,70,0,3,0,0,0,0,0.602041,0.239024,0,0,0.204082,1,218,18,49
dwt_346.mtx,3301.19,3301.19,0,2378,346,10638.6,10638.6,0,4309,4309,4309,0,15,119370,119370,0,6,2,1,1,1,1,1,0,0,345,2,346,318,318
GD00_a.mtx,3227.01,639.926,4267.43,458,352,4322.22,3189.03,2917.48,1876,4456,3166,3166,16,7412,7412,0,1,0,1,0,0,0.543821,0.0829694,0,0,21.0568,1,38,277,274
dwt_361.mtx,2286.41,2286.41,0,2295,361,11267,11267,0,2448,2448,2448,0,8,129960,129960,0,6,0,0,1,1,1,1,0,0,360,2,361,50,50
plskz362.mtx,0.00126108,0.00126108,0,1760,362,8.15235,8.15235,0,1.34611,1.34611,1.34611,0,6,0,0,0,4,0,0,1,1,1,1,0,0,0,0,0,248,248
plat362.mtx,0.000721128,0.000721128,0.00825233,5786,362,5.00411,5.00411,0,0.977647,0.977647,0.977647,0,19,66.4608,66.4608,0,15,0,0,1,1,1,1,0,0,0.183593,2,362,249,249
str_0.mtx,0.371869,0.352029,0.00547929,2454,363,31.7808,22.461,22.4839,21.774,33.044,17.022,17.022,34,2,2,0,6,0,0,0,0,0.501688,0.00570497,0,0,0.00550964,1,2,206,359
str_200.mtx,0.279799,0.372596,0.00547929,3068,363,37.2065,26.2279,26.3897,22.4241,18.6163,12.2121,12.2121,30,2,2,0,8,0,0,0,0,0.501622,0.011734,0,0,0.00550964,1,2,307,359
str_400.mtx,0.411551,0.386316,0.00547929,3157,363,39.5301,27.9146,27.9893,25.9032,33.4787,18.3122,18.3122,33,2,2,0,8,0,0,0,0,0.501473,0.0202724,0,0,0.00550964,1,2,347,359
str_600.mtx,0.411551,0.386316,0.0196648,3279,363,48.3398,34.2224,34.1403,25.9032,33.4787,18.3122,18.3122,33,4.36942,4.36942,0,9,0,0,0,0,0.502766,0.0201281,0,0,0.012037,1,4,334,359
CAG_mat364.mtx,16.628,27.7224,27.5081,13585,364,350.547,301.413,178.978,1306,363,834.5,539.5,82,1503,1503,0,37,0,0,0,0,0.697705,0.431211,0,0,4.12912,2,364,361,358
cage.mtx,3016.6,3016.6,0,3798,366,12969.7,12969.7,0,3737,3737,3737,0,15,0,0,0,10,0,0,1,1,1,1,0,0,0,0,0,337,337
poisson2D.mtx,0.00157665,0.00154979,0.00175981,2417,367,10.7749,10.7734,0.177352,1.09524,1,1.04762,0.0476219,9,190.187,190.187,0,6,0,0,0,1,0.993008,1,0,0,0.51822,2,367,348,348
west0381.mtx,6048.36,7592.08,6.65E-10,2134,381,3046.59,2154.26,2154.26,2286,1523.32,1143.81,1143.81,25,0.000504138,0.000504138,0,5,0,0,0,0,0.50007,0.00602689,0,0,1.32E-06,1,1,363,153
SmallW.mtx,0.588463,0.258914,0,994,396,63.0555,44.587,44.587,60,294,147,147,147,0,0,0,2,0,1,0,0,0.5,0,0,0,0,0,0,23,393
bfwb398.mtx,7.98E-13,7.98E-13,3.79E-10,2910,398,0.000235723,0.000235723,0,3.40E-05,3.40E-05,3.40E-05,0,13,-0.00374923,0.00374923,0,7,0,0,1,1,1,1,0,0,9.42E-06,-2,398,303,303
bfwa398.mtx,0.140899,0.106566,2.60744,3678,398,83.7971,83.6158,5.51032,11.8413,16.3145,12.5117,4.21481,23,1323.12,1323.12,0,9,0,0,0,0,0.988619,0.990212,0,0,3.32441,2,398,304,304
odepb400.mtx,1.76E-30,1.76E-30,1.57E-29,399,400,4.06E-13,4.06E-13,0,2.66E-14,2.66E-14,2.66E-14,0,1,7.97E-12,7.97E-12,0,0,399,1,1,1,1,1,1,1,1.99E-14,1,399,0,0
odepa400.mtx,0.0423947,0.0523879,15.9304,1201,400,49.0918,48.9996,3.0068,7,5.08,5,3.025,5,-797.97,798.03,0,3,0,0,0,0,0.998109,0.997502,0,0,1.99507,3,400,399,1
ck400.mtx,0.0602084,0.0735813,0.0944223,2860,400,15.2738,15.1109,2.22495,8.45949,6.32584,7.27623,1.18562,10,216.819,216.819,0,7,0,0,0,0,0.965246,0.99021,0,0,0.542047,2,400,203,203
lshp_406.mtx,2638.11,2638.11,0,2058,406,12529.2,12529.2,0,2785,2785,2785,0,7,164430,164430,0,5,0,0,1,1,1,1,0,0,405,2,406,394,394
problem1.mtx,0.0529288,0.0529288,0.455959,2779,415,76.0012,76.0012,1.61E-15,8.36282,8.36282,8.36282,3.61E-16,9,1389.27,1389.27,0,6,0,0,0,1,1,1,0,0,3.34763,2,415,315,315
mhdb416.mtx,0.00775865,0.00775865,0.0517656,2312,416,5.18023,5.18023,0,2.50002,2.50002,2.50002,0,10,31.2322,31.2322,0,5,7,0,1,1,1,1,0,0,0.0750773,2,416,18,18
mhda416.mtx,14278.3,14263.4,0.0167868,8562,416,2868.41,2027.62,2028.93,3102.05,3199.07,1642,1646.73,33,6.25269,7.74731,0,20,7,0,0,0,0.500381,0.771899,0,0,0.0186233,3,161,29,29
dwt_419.mtx,3542.19,3542.19,16640.4,3221,419,16956.6,16956.6,0,4053,4053,4053,0,11,32697,32697,0,7,0,0,1,1,1,1,0,0,78.0358,1,145,356,356
bcsstm06.mtx,136957,136957,6.49E+06,420,420,67441,67441,0,7602.41,7602.41,7602.41,0,1,875379,875379,0,1,420,1,1,1,1,1,2,2,2084.24,2,420,0,0
bcsstm07.mtx,8847.01,8847.01,336195,7252,420,17968.5,17968.5,0,3102.71,3102.71,3102.71,0,26,200113,200113,0,17,0,0,1,1,1,1,0,0,476.459,2,420,47,47
bcsstk06.mtx,1.73E+16,1.73E+16,5.57E+17,7860,420,2.13E+10,2.13E+10,0,4.30E+09,4.30E+09,4.30E+09,0,28,2.06E+11,2.06E+11,0,18,0,0,1,1,1,1,0,0,4.92E+08,2,420,47,47
bcsstk07.mtx,1.73E+16,1.73E+16,5.57E+17,7860,420,2.13E+10,2.13E+10,0,4.30E+09,4.30E+09,4.30E+09,0,28,2.06E+11,2.06E+11,0,18,0,0,1,1,1,1,0,0,4.92E+08,2,420,47,47
impcol_d.mtx,0.238898,0.234189,0.0605149,1255,425,139.52,98.8343,98.4768,10,12,11,11,10,-13.5,24.5,0,2,2,1,0,0,0.510675,0.081404,0,0,0.0576471,3,28,406,45
oscil_dcop_01.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25949.8,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997545,0.981865,0,0,30362.2,1,366,329,202
oscil_dcop_02.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,31064.5,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.996513,0.981865,0,0,30364.4,1,366,329,202
oscil_dcop_03.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,27005.4,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997284,0.981865,0,0,30362.8,1,366,329,202
oscil_dcop_04.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,34043.3,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.996043,0.981865,0,0,30362.4,1,366,329,202
oscil_dcop_05.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,32974.5,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.996205,0.981865,0,0,30362.5,1,366,329,202
oscil_dcop_06.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25661.3,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997618,0.981865,0,0,30365.5,1,366,329,202
oscil_dcop_07.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25673.3,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.99762,0.981865,0,0,30363.3,1,366,329,202
oscil_dcop_08.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25726.4,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997607,0.981865,0,0,30362.5,1,366,329,202
oscil_dcop_09.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25843,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997575,0.981865,0,0,30362.2,1,366,329,202
oscil_dcop_10.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25931.7,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997552,0.981865,0,0,30362,1,366,329,202
oscil_dcop_11.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25943.9,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997548,0.981865,0,0,30362,1,366,329,202
oscil_dcop_12.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25945.3,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997547,0.981865,0,0,30362.1,1,366,329,202
oscil_dcop_13.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25941.7,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997549,0.981865,0,0,30362,1,366,329,202
oscil_dcop_14.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25926.1,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997553,0.981865,0,0,30362,1,366,329,202
oscil_dcop_15.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25864.2,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.99757,0.981865,0,0,30362,1,366,329,202
oscil_dcop_16.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25869.3,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997569,0.981865,0,0,30362,1,366,329,202
oscil_dcop_17.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25780.7,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997594,0.981865,0,0,30362,1,366,329,202
oscil_dcop_18.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25704.3,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997614,0.981865,0,0,30362.1,1,366,329,202
oscil_dcop_19.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25929.4,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997552,0.981865,0,0,30362,1,366,329,202
oscil_dcop_20.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25946.8,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997547,0.981865,0,0,30362,1,366,329,202
oscil_dcop_21.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25943.8,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997548,0.981865,0,0,30362,1,366,329,202
oscil_dcop_22.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25947.3,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997547,0.981865,0,0,30362,1,366,329,202
oscil_dcop_23.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25914.6,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997556,0.981865,0,0,30362,1,366,329,202
oscil_dcop_24.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25948.5,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997547,0.981865,0,0,30362,1,366,329,202
oscil_dcop_25.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25949.5,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997547,0.981865,0,0,30362,1,366,329,202
oscil_dcop_26.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25949.8,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997547,0.981865,0,0,30362,1,366,329,202
oscil_dcop_27.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25945.3,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997548,0.981865,0,0,30362,1,366,329,202
oscil_dcop_28.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25947.1,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997548,0.981865,0,0,30362,1,366,329,202
oscil_dcop_29.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25948.6,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997547,0.981865,0,0,30362,1,366,329,202
oscil_dcop_30.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25949.4,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997547,0.981865,0,0,30362,1,366,329,202
oscil_dcop_31.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25949.7,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997547,0.981865,0,0,30362,1,366,329,202
oscil_dcop_32.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25949.8,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997547,0.981865,0,0,30362,1,366,329,202
oscil_dcop_33.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25949.8,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997547,0.981865,0,0,30362,1,366,329,202
oscil_dcop_34.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25949.8,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997547,0.981865,0,0,30362,1,366,329,202
oscil_dcop_35.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25949.8,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997547,0.981865,0,0,30362,1,366,329,202
oscil_dcop_36.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25949.8,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997547,0.981865,0,0,30362,1,366,329,202
oscil_dcop_37.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25949.8,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997547,0.981865,0,0,30362,1,366,329,202
oscil_dcop_38.mtx,4.66E+09,4.66E+09,1.92E+10,1544,430,4.14E+06,4.14E+06,25949.8,2.00E+06,2.00E+06,2.00E+06,15146.3,13,1.31E+07,1.31E+07,0,3,4,0,0,0,0.997547,0.981865,0,0,30362,1,366,329,202
